"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
2929491,"Faecalibacterium wellingii",27332,0.0019083428487484,27589.3,0.00192630803505766,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium wellingii",0,0,0,0,0,NA,NA
1870993,"Coprococcus phoceensis",27041,0.0018880249880362,24670.3,0.0017225003624192,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus phoceensis",0,0,0,0,0,NA,NA
1150298,"Fusicatenibacter saccharivorans",26539,0.00185297493278698,25143.2,0.0017555218242612,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans",0,0,0,0,0,NA,NA
858893,"Exophiala dermatitidis",24408,0.00170418675004577,24408,0.00170418769194989,"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis",0,0,0,0,0,NA,NA
1121129,"Butyricimonas synergistica",23545,0.00164393137618107,23545,0.00164393229346019,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas synergistica",0,0,0,0,0,NA,NA
667015,"Phocaeicola salanitronis",21889,0.00152830808635496,21398.8,0.00149408153905423,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola salanitronis",0,0,0,0,0,NA,NA
116085,"Coprococcus catus",21066,0.00147084554557785,22879,0.0015974301835086,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus catus",0,0,0,0,0,NA,NA
626937,"Christensenella minuta",19443,0.00135752634304899,19447.1,0.00135781066919276,"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta",0,0,0,0,0,NA,NA
2041044,"Eubacterium maltosivorans",18062,0.00126110378070004,18018.2,0.0012580436333919,"Bacteria","Bacillota","Clostridia","Eubacteriales","Eubacteriaceae","Eubacterium","Eubacterium maltosivorans",0,0,0,0,0,NA,NA
518634,"Bifidobacterium breve",17502,0.00122200411747382,17475.6,0.00122016394787866,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve",0,0,0,0,0,NA,NA
871325,"Bacteroides faecichinchillae",17415,0.00121592970550832,17475.9,0.0012201807203774,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae",0,0,0,0,0,NA,NA
2981782,"Blautia ammoniilytica",17188,0.00120008037773626,16722.2,0.00116755924611289,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia ammoniilytica",0,0,0,0,0,NA,NA
1851428,"Faecalibacterium longum",16478,0.00115050759043159,17585.5,0.00122783577874795,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium longum",0,0,0,0,0,NA,NA
3133152,"Blautia intestinihominis",16078,0.00112257925955571,15249.4,0.00106472571318206,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia intestinihominis",0,0,0,0,0,NA,NA
2949662,"Coprococcus sp. B2-R-112",15715,0.00109723429928586,15217.6,0.00106250578731382,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus sp. B2-R-112",0,0,0,0,0,NA,NA
36656,"Penicillium crustosum",14732,0.0010286004261584,14727.8,0.00102830590270339,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium crustosum",0,0,0,0,0,NA,NA
29466,"Veillonella parvula",14704,0.00102664544299709,14704,0.00102664578289277,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella parvula",0,0,0,0,0,NA,NA
411470,"Mediterraneibacter gnavus",13968,0.000975257314185484,13538,0.000945233844288298,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter gnavus",0,0,0,0,0,NA,NA
1547,"Thomasclavelia ramosa",13916,0.00097162663117162,13947.8,0.000973849043187921,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Thomasclavelia","Thomasclavelia ramosa",0,0,0,0,0,NA,NA
674529,"Bacteroides faecis",13094,0.000914233911221701,12521.7,0.000874276339108344,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecis",0,0,0,0,0,NA,NA
435590,"Phocaeicola vulgatus",12907,0.00090117741653723,12836.4,0.000896245704830124,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",0,0,0,0,0,NA,NA
1796613,"Bacteroides caecimuris",12836,0.000896220137806763,11664.2,0.000814401425782284,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caecimuris",0,0,0,0,0,NA,NA
2763025,"Bacteroides parvus",11686,0.000815926186538628,10912.4,0.000761913075696396,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides parvus",0,0,0,0,0,NA,NA
2652274,"Eisenbergiella porci",11027,0.000769914261420628,11063.6,0.0007724670389733,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","Eisenbergiella porci",0,0,0,0,0,NA,NA
508771,"Toxoplasma gondii",10393,0.000725647856982369,10388.4,0.000725327076771261,"Eukaryota","Apicomplexa","Conoidasida","Eucoccidiorida","Sarcocystidae","Toxoplasma","Toxoplasma gondii",0,0,0,0,0,NA,NA
411483,"Faecalibacterium duncaniae",10384,0.000725019469537662,10957.6,0.000765066629640657,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium duncaniae",0,0,0,0,0,NA,NA
1681,"Bifidobacterium bifidum",9726,0.000679077365246851,9721.6,0.000678768092738193,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bifidum",0,0,0,0,0,NA,NA
1851427,"Faecalibacterium butyricigenerans",9718,0.000678518798629333,9171,0.000640324573852269,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium butyricigenerans",0,0,0,0,0,NA,NA
2763030,"Blautia segnis",9573,0.000668394778686829,9222.3,0.000643911795654586,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia segnis",0,0,0,0,0,NA,NA
1628085,"Agathobaculum butyriciproducens",9311,0.000650101721963133,9908.6,0.000691828214023194,"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Agathobaculum","Agathobaculum butyriciproducens",0,0,0,0,0,NA,NA
997894,"Enterocloster bolteae",9214,0.000643329101725733,8991.2,0.000627771910707401,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster bolteae",0,0,0,0,0,NA,NA
622,"Shigella dysenteriae",9174,0.000640536268638146,9369,0.000654155056456852,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",0,0,0,0,0,NA,NA
2981789,"Dorea amylophila",9055,0.000632227590202574,9409.2,0.000656958884592716,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea amylophila",0,0,0,0,0,NA,NA
3035606,"Catenibacterium mitsuokai",8789,0.000613655250170118,9408.4,0.000656905243189024,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium mitsuokai",0,0,0,0,0,NA,NA
1169293,"Enterococcus faecalis",8679,0.000605974959179253,8679.1,0.000605984052083481,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",0,0,0,0,0,NA,NA
3037989,"Bacteroides vicugnae",8435,0.000588938677344971,8402.6,0.000586676364945961,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides vicugnae",0,0,0,0,0,NA,NA
36911,"Clavispora lusitaniae",8238,0.000575183974388603,8238,0.000575184169003525,"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae",0,0,0,0,0,NA,NA
1796635,"Longicatena caecimuris",8106,0.000565967625199565,7990.3,0.000557892075627262,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Longicatena caecimuris",0,0,0,0,0,NA,NA
2650158,"Bacteroides luhongzhouii",7971,0.000556541813528958,8202.1,0.000572680364804352,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides luhongzhouii",0,0,0,0,0,NA,NA
2763064,"Roseburia zhanii",7631,0.000532802732284466,7467.4,0.000521378843492289,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia zhanii",0,0,0,0,0,NA,NA
324831,"Lactobacillus gasseri",7478,0.000522120145724445,7646.7,0.000533899012131357,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",0,0,0,0,0,NA,NA
2935520,"Faecalibacterium hattorii",7161,0.000499986943505316,7191,0.000502080157235737,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium hattorii",0,0,0,0,0,NA,NA
5076,"Penicillium chrysogenum",6956,0.000485673673931431,7097.3,0.000495538986086667,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum",0,0,0,0,0,NA,NA
1343,"Streptococcus vestibularis",6903,0.000481973170090377,8618.1,0.000601722015550539,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus vestibularis",0,0,0,0,0,NA,NA
1448317,"Aspergillus costaricensis",6527,0.000455720539067057,5822.2,0.000406511907793834,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus costaricensis",0,0,0,0,0,NA,NA
742726,"Barnesiella intestinihominis",6275,0.000438125690615257,5760,0.000402165644570858,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",0,0,0,0,0,NA,NA
2877527,"Blautia parvula",6260,0.000437078378207412,5866.3,0.000409587707974692,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia parvula",0,0,0,0,0,NA,NA
1720294,"Eisenbergiella massiliensis",6105,0.000426256149993011,6151.8,0.000429524127466739,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","Eisenbergiella massiliensis",0,0,0,0,0,NA,NA
997873,"Bacteroides caccae",6084,0.000424789912622028,6021.6,0.000420431737615407,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",0,0,0,0,0,NA,NA
3435293,"Faecalibacterium langellae",5987,0.000418017292384628,6178.1,0.000431359282312533,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium langellae",0,0,0,0,0,NA,NA
85831,"Bacteroides acidifaciens",5440,0.000379825299911872,6887,0.000480859438733515,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides acidifaciens",0,0,0,0,0,NA,NA
2981771,"Laedolimicola ammoniilytica",5053,0.000352804639789465,5271,0.000368025667674231,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Laedolimicola","Laedolimicola ammoniilytica",0,0,0,0,0,NA,NA
2763026,"Blautia celeris",4889,0.000341354024130357,5280.1,0.000368663871902625,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia celeris",0,0,0,0,0,NA,NA
1841864,"Marseilla massiliensis",4841,0.000338002624425252,4331.1,0.000302403367887313,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Marseilla","Marseilla massiliensis",0,0,0,0,0,NA,NA
2764325,"[Eubacterium] hominis",4606,0.000321594730035677,4524.7,0.000315918186603138,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Amedibacillus","[Eubacterium] hominis",0,0,0,0,0,NA,NA
1871006,"Bacteroides congonensis",4424,0.000308887339487155,4471.6,0.000312211858814774,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides congonensis",0,0,0,0,0,NA,NA
2748301,"Streptococcus vaginalis",4379,0.000305745402263619,4469.5,0.000312066922250237,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus vaginalis",0,0,0,0,0,NA,NA
592978,"Mediterraneibacter faecis",4296,0.000299950273606875,3943.7,0.000275352699561329,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis",0,0,0,0,0,NA,NA
154288,"Turicibacter sanguinis",4276,0.000298553857063082,4276,0.000298554003394112,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter sanguinis",NA,NA,NA,NA,NA,NA,NA
580166,"Oceanibaculum pacificum",4275,0.000298484036235892,4109.2,0.000286904974180114,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Oceanibaculaceae","Oceanibaculum","Oceanibaculum pacificum",NA,NA,NA,NA,NA,NA,NA
1121115,"Blautia wexlerae",4170,0.000291152849380976,4501.7,0.000314314502786559,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia wexlerae",NA,NA,NA,NA,NA,NA,NA
2447885,"Bacteroides faecalis",4074,0.000284450049970766,3973.9,0.000277460616781252,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecalis",NA,NA,NA,NA,NA,NA,NA
1448311,"Aspergillus vadensis",4035,0.000281727037710368,3537.1,0.000246960081588795,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus vadensis",NA,NA,NA,NA,NA,NA,NA
89014,"Blautia luti",3935,0.0002747449549914,4160.2,0.000290465664703523,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",NA,NA,NA,NA,NA,NA,NA
1069201,"Aspergillus luchuensis",3411,0.000238158841544007,3726.3,0.000260171557490395,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus luchuensis",NA,NA,NA,NA,NA,NA,NA
84112,"Eggerthella lenta",3374,0.000235575470937988,3373.7,0.000235552931530719,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella lenta",NA,NA,NA,NA,NA,NA,NA
109790,"Lactobacillus jensenii",3235,0.000225870375958623,3237.8,0.000226069363815364,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus jensenii",NA,NA,NA,NA,NA,NA,NA
198214,"Shigella flexneri",3204,0.000223705930315742,3038.7,0.000212167710672671,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella flexneri",NA,NA,NA,NA,NA,NA,NA
2763673,"Yanshouia hominis",3179,0.000221960409636,3491.1,0.000243749898988709,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Yanshouia","Yanshouia hominis",NA,NA,NA,NA,NA,NA,NA
1448310,"Aspergillus neoniger",3105,0.000216793668423964,3840.1,0.00026811817421318,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus neoniger",NA,NA,NA,NA,NA,NA,NA
1561,"Clostridium baratii",3081,0.000215117968571411,3079.8,0.000215033717612447,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium baratii",NA,NA,NA,NA,NA,NA,NA
1314,"Streptococcus pyogenes",3078,0.000214908506089842,3059.6,0.000213626677090421,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pyogenes",NA,NA,NA,NA,NA,NA,NA
2981792,"Oscillibacter acetigenes",2987,0.000208554810815581,3296.9,0.000230191478817613,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter acetigenes",NA,NA,NA,NA,NA,NA,NA
2834112,"Bacteroides propionicigenes",2938,0.000205133590283287,3210.3,0.000224149273752183,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides propionicigenes",NA,NA,NA,NA,NA,NA,NA
2024197,"Bacteroides cutis",2929,0.00020450520283858,2853,0.000199198240152024,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides cutis",NA,NA,NA,NA,NA,NA,NA
