"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","best_hit_species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","species_group_names"
1352,"Enterococcus faecium",272960,0.0170957493488571,270821.6,0.0169618169890807,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium","Enterococcus","Enterococcus faecium",58,0.96,0.96,1,0.04,"Enterococcus faecium, Enterococcus lactis, Enterococcus sp. C15, Enterococcus sp. DIV0802, Enterococcus sp. HMSC063D12"
36656,"Penicillium crustosum",222606,0.0139420295264936,222164.1,0.0139143502267496,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium crustosum","Penicillium","Penicillium crustosum",23,1,1,0.84,0.04,"Penicillium crustosum"
5480,"Candida parapsilosis",186349,0.0116712184767372,186351.4,0.0116713670234338,"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida parapsilosis","Candida","Candida parapsilosis",6,1,1,0.2,0.02,"Candida parapsilosis"
28116,"Bacteroides ovatus",179630,0.0112504009947802,172324.1,0.010792826378063,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides","Bacteroides ovatus",110,0.72,1,1,0.42,"Bacteroides eggerthii, Bacteroides ovatus, Bacteroides uniformis"
341663,"Aspergillus terreus",164235,0.0102861972241704,164248.7,0.0102870536716807,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus terreus","Aspergillus","Aspergillus terreus",37,1,1,0.2,0.14,"Aspergillus terreus"
3030638,"Faecalibacterium taiwanense",153865,0.0096367140737174,158338.5,0.00991689434083428,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium taiwanense","Faecalibacterium","Faecalibacterium taiwanense",112,0.94,0.98,1,0.4,"Faecalibacterium sp. BCRC 81149, Faecalibacterium sp. DFI.5.82, Faecalibacterium taiwanense"
357276,"Phocaeicola dorei",134206,0.00840545185050088,152399,0.00954489651397837,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei","Phocaeicola","Phocaeicola dorei",36,0.96,1,0.74,0.26,"Phocaeicola dorei"
1150298,"Fusicatenibacter saccharivorans",130751,0.00818906185196519,129059.9,0.00808314841522315,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","Blautia","Fusicatenibacter saccharivorans",80,0.84,0.84,0.98,0.98,"Blautia luti, Blautia wexlerae"
187327,"Acidaminococcus intestini",130200,0.00815455218794402,130072.5,0.00814656584906584,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus intestini","Acidaminococcus","Acidaminococcus intestini",22,1,1,1,0.06,"Acidaminococcus intestini, Acidaminococcus sp. AM33-14BH, Acidaminococcus sp. BV3L6, Acidaminococcus sp. HPA0509"
544644,"Butyricimonas synergistica",128867,0.00807106510601983,131039.9,0.00820715367679842,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas synergistica","Butyricimonas","Butyricimonas synergistica",21,1,1,0.96,0.14,"Butyricimonas sp. Marseille-P2440, Butyricimonas synergistica"
1196081,"Talaromyces amestolkiae",120263,0.00753218824714832,120274.5,0.00753291105405539,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces amestolkiae","Talaromyces","Talaromyces amestolkiae",11,1,1,0.16,0.06,"Talaromyces amestolkiae"
818,"Bacteroides thetaiotaomicron",89237,0.00558899979720092,96677.5,0.00605500509953396,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides","Bacteroides thetaiotaomicron",22,1,1,1,0.04,"Bacteroides sp. 1_1_14, Bacteroides sp. AM23-12, Bacteroides sp. AR20, Bacteroides sp. B1-V-101, Bacteroides sp. MSK.20.82, Bacteroides thetaiotaomicron"
1796635,"Longicatena caecimuris",87608,0.00548697394839784,88147.7,0.00552077508869852,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Longicatena caecimuris","Longicatena","Longicatena caecimuris",12,0.98,1,0.98,0,"Longicatena caecimuris, Longicatena sp., Longicatena sp. 210702-DFI.1.160, Longicatena sp. 210702-DFI.1.163, Longicatena sp. 210702-DFI.1.204, Longicatena sp. 210702-DFI.1.211, Longicatena sp. 210702-DFI.1.213, Longicatena sp. 210702-DFI.1.249, Longicatena sp. 210702-DFI.1.255"
1329832,"Enterobacter roggenkampii",87454,0.00547732877914329,83879.8,0.00525347113300933,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter roggenkampii","Enterobacter","Enterobacter roggenkampii",78,0.82,1,1,0.06,"Enterobacter cloacae complex sp. 2024EL-00227, Enterobacter cloacae complex sp. BZL2003, Enterobacter cloacae complex sp. S4, Enterobacter roggenkampii, Enterobacter sp. EC_50, Enterobacter sp. EC_64, Enterobacter sp. FB"
1305,"Streptococcus sanguinis",80506,0.00504216880524286,80521.9,0.00504316200407292,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis","Streptococcus","Streptococcus sanguinis",17,1,1,0.86,0,"Streptococcus sanguinis"
1351,"Enterococcus faecalis",79177,0.00495893224719542,80083.8,0.00501572558734754,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","Enterococcus","Enterococcus faecalis",91,0.9,0.96,1,0.1,"Enterococcus faecalis"
88431,"Dorea longicatena",77214,0.0048359876546844,76014.9,0.00476088428669355,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea","Dorea longicatena",61,0.8,0.94,1,0.8,"Dorea amylophila, Dorea formicigenerans, Dorea longicatena, Dorea sp. 210702-DFI.3.125, Dorea sp. 210702-DFI.3.17, Dorea sp. BIOML-A1"
301301,"Roseburia hominis",73692,0.00461540138121329,75538.5,0.00473104749610938,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia hominis","Roseburia","Roseburia hominis",55,0.98,0.98,0.5,0.42,"Roseburia hominis"
28026,"Bifidobacterium pseudocatenulatum",70625,0.00442331219872155,70192.8,0.00439624070697298,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pseudocatenulatum","Bifidobacterium","Bifidobacterium pseudocatenulatum",19,0.94,1,0.98,0.02,"Bifidobacterium pseudocatenulatum, Bifidobacterium sp. MSK.13.1, Bifidobacterium sp. MSK.13.7"
5076,"Penicillium chrysogenum",61950,0.00387998854103788,62259.8,0.00389939013408839,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum","Penicillium","0",29,1,1,0.98,0.04,"Penicillium chrysogenum, Penicillium mononematosum, Penicillium rubens"
562,"Escherichia coli",59377,0.00371883905732375,59142.4,0.00370414397882849,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","Escherichia","Escherichia coli",138,0.88,0.92,1,0.88,"Escherichia coli"
39488,"Anaerobutyricum hallii",54925,0.00344000598251018,56438.2,0.00353477979175429,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Anaerobutyricum","Anaerobutyricum hallii","Anaerobutyricum","Anaerobutyricum hallii",39,1,1,0.48,0.2,"Anaerobutyricum hallii"
665942,"Desulfovibrio sp. 6_1_46AFAA",45812,0.00286924996032328,45804.8,0.00286880202464343,"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp. 6_1_46AFAA","Desulfovibrio","Desulfovibrio sp. 6_1_46AFAA",22,1,1,0.92,0.12,"Desulfovibrio fairfieldensis, Desulfovibrio sp. 3_1_syn3, Desulfovibrio sp. 6_1_46AFAA"
28118,"Odoribacter splanchnicus",41319,0.00258784901577311,42097.9,0.00263663361904216,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter splanchnicus","Odoribacter","Odoribacter splanchnicus",20,1,1,0.96,0.14,"Odoribacter sp., Odoribacter sp. N15.MGS-14, Odoribacter splanchnicus"
1689,"Bifidobacterium dentium",40721,0.00255039569620022,40926.3,0.00256325281802949,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium dentium","Bifidobacterium","Bifidobacterium dentium",4,1,1,0.78,0,"Bifidobacterium dentium, Bifidobacterium sp. MSTE12"
1496,"Clostridioides difficile",40642,0.00254544784963457,41141.6,0.00257673869314716,"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Clostridioides","Clostridioides difficile","Clostridioides","Clostridioides difficile",30,0.979591836734694,0.979591836734694,0.36734693877551,0.326530612244898,"Clostridioides difficile"
1439894,"Alcyoneusvirus K641",40363,0.00252797380923183,40363,0.00252797380923188,"0","Uroviricota","Caudoviricetes","0","0","Alcyoneusvirus","Alcyoneusvirus K641","Alcyoneusvirus","Alcyoneusvirus K641",7,1,1,0.96,0.04,"Alcyoneusvirus K641, Alcyoneusvirus RaK2"
154288,"Turicibacter sanguinis",38977,0.00244116728594081,38971.7,0.00244083281226283,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter sanguinis","Turicibacter","0",15,1,1,1,0.14,"Turicibacter sanguinis, Turicibacter sp., Turicibacter sp. HGF1, uncultured Turicibacter sp."
1414720,"Clostridium saudiense",32344,0.0020257360673338,32325,0.00202454721134716,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saudiense","Clostridium","Clostridium saudiense",23,1,1,0.98,0.1,"Clostridium disporicum, Clostridium saudiense, Clostridium sp. 1001271B_151109_B4, Clostridium sp. K04, Clostridium sp. RTP31139st1_H3_RTP31139_211217"
1929886,"Eggerthella sp.",31904,0.00199817844089221,31668.1,0.00198340558424839,"Bacteria","Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella","Eggerthella sp.","Eggerthella","Eggerthella sp.",24,0.938775510204082,1,1,0.0816326530612245,"Eggerthella lenta, Eggerthella sp., Eggerthella sp. BIOML-A1, Eggerthella sp. BIOML-A3, Eggerthella sp. BIOML-A5"
158836,"Enterobacter hormaechei",31206,0.00195446202440077,32498.3,0.00203539704780304,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter hormaechei","Enterobacter","Enterobacter hormaechei",93,0.9,0.98,1,0.04,"Enterobacter cloacae complex sp. IR5437, Enterobacter cloacae complex sp. P37RS, Enterobacter cloacae complex sp. SHL008, Enterobacter cloacae complex sp. SHL010, Enterobacter cloacae complex sp. ZZL005, Enterobacter hormaechei, Enterobacter sp. CRENT-193, uncultured Enterobacter sp."
214856,"Alistipes finegoldii",27087,0.00169648506232596,27386.8,0.00171526056393568,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes finegoldii","Alistipes","Alistipes finegoldii",40,0.96,0.96,1,0.2,"Alistipes finegoldii, Alistipes onderdonkii, Alistipes senegalensis, Alistipes timonensis"
35833,"Bilophila wadsworthia",24998,0.00156564896769758,25005,0.001566089071098,"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia","Bilophila","Bilophila wadsworthia",7,1,1,0.86,0.06,"Bilophila sp., Bilophila sp. 4_1_30, Bilophila wadsworthia"
1501392,"Coprobacter secundus",24774,0.00155161963060004,24856.3,0.00155677648741168,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter secundus","Coprobacter","Coprobacter secundus",24,1,1,0.84,0.84,"Coprobacter secundus"
61645,"Enterobacter asburiae",24277,0.00152049203891488,26089.6,0.00163401449742713,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter asburiae","Enterobacter","Enterobacter sp. 237C8",78,0.22,1,1,0,"Enterobacter adelaidei, Enterobacter cloacae complex sp. ECNIH11, Enterobacter sp. 214E4, Enterobacter sp. 237C8, Enterobacter sp. 37, Enterobacter sp. A103, Enterobacter sp. AG326, Enterobacter sp. BNK-29, Enterobacter sp. HG048, Enterobacter sp. UCD-UG_FMILLET"
626935,"Collinsella tanakaei",24275,0.00152036677697651,24280.8,0.00152072729179826,"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella tanakaei","Collinsella","Collinsella tanakaei",39,1,1,0.82,0.2,"Collinsella sp. UBA1693, Collinsella tanakaei"
89153,"[Clostridium] hylemonae",18907,0.00118416373438907,18917.5,0.00118481981048772,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] hylemonae","Lachnoclostridium","[Clostridium] hylemonae",25,0.98,0.98,0.36,0.32,"[Clostridium] hylemonae"
1353,"Enterococcus gallinarum",18755,0.00117464382707289,18767.6,0.00117543429510454,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gallinarum","Enterococcus","0",11,1,1,1,0,"Enterococcus gallinarum, Enterococcus sp., Enterococcus sp. ARL09-542, Enterococcus sp. AZ034, Enterococcus sp. DIV0574, Enterococcus sp. M190262, Enterococcus sp. RTP21361st1_A6_RTP21361_211029, Enterococcus sp. YC2-6"
487174,"Barnesiella intestinihominis",17652,0.00110556186806135,17767.1,0.00111277069078512,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis","Barnesiella","Barnesiella intestinihominis",3,0.98,0.98,0.96,0.02,"Barnesiella intestinihominis, Barnesiella sp., Barnesiella sp. B2-R-119"
948870,"Justusliebigvirus phi92",17435,0.00109197094774811,17435,0.00109197065048275,"0","Uroviricota","Caudoviricetes","0","0","Justusliebigvirus","Justusliebigvirus phi92","Justusliebigvirus","Justusliebigvirus phi92",25,1,1,1,0.24,"Justusliebigvirus alia, Justusliebigvirus muut, Justusliebigvirus PD06, Justusliebigvirus PHB05, Justusliebigvirus phi92, Justusliebigvirus VEcB"
2997294,"Gemmiger qucibialis",16769,0.00105025872227061,16454.5,0.00103056111316777,"Bacteria","Bacillota","Clostridia","Eubacteriales","0","Gemmiger","Gemmiger qucibialis","Gemmiger","Gemmiger qucibialis",51,1,1,0.86,0.84,"Gemmiger qucibialis"
437897,"Megamonas funiformis",16711,0.00104662612605785,16718.6,0.00104710513850742,"Bacteria","Bacillota","Negativicutes","Selenomonadales","Selenomonadaceae","Megamonas","Megamonas funiformis","Megamonas","Megamonas funiformis",9,0.98,1,0.96,0.04,"Megamonas funiformis, Megamonas rupellensis, Megamonas sp."
39486,"Dorea formicigenerans",16487,0.00103259678896031,17535.2,0.00109824708203374,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea formicigenerans","Dorea","Dorea formicigenerans",116,0.86,0.92,0.94,0.52,"Dorea formicigenerans"
858893,"Exophiala dermatitidis",15403,0.0009647048183633,15403,0.000964704817387223,"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis","Exophiala","Exophiala dermatitidis",10,1,1,0.08,0.06,"Exophiala dermatitidis"
1297617,"Intestinimonas butyriciproducens",15072,0.00094397396756292,15089.2,0.000945053467488466,"Bacteria","Bacillota","Clostridia","Eubacteriales","0","Intestinimonas","Intestinimonas butyriciproducens","Intestinimonas","Intestinimonas butyriciproducens",57,0.98,0.98,0.94,0.46,"Intestinimonas butyriciproducens, Intestinimonas sp. RTP31139st1_F5_RTP31139_211217"
225992,"Comamonas kerstersii",13456,0.000842762321359252,13457.3,0.000842841547199297,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas kerstersii","Comamonas","Comamonas kerstersii",53,1,1,0.54,0.24,"Comamonas kerstersii"
2927224,"Akkermansia massiliensis",13206,0.000827104579062893,13232.7,0.000828775380588884,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia massiliensis","Akkermansia","Akkermansia massiliensis",7,1,1,1,0,"Akkermansia massiliensis, Akkermansia sp. BCRC 18949, Akkermansia sp. CAG:344, Akkermansia sp. EB-AMDK43, Akkermansia sp. GGCC_0220, Akkermansia sp. JRP_AM1, Akkermansia sp. NBRC 115031"
762660,"Acinetobacter phage Ac42",12323,0.000771801433272151,12323,0.000771801433272167,"0","Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","0","Acinetobacter phage Ac42","0","Acinetobacter phage Ac42",4,1,0,0.04,0,"0"
1052121,"Dhakavirus bp7",11947,0.000748252188858427,11942.3,0.000747960166699526,"0","Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Dhakavirus","Dhakavirus bp7","Dhakavirus","Dhakavirus bp7",28,1,1,0.92,0.16,"Dhakavirus bp7"
658662,"Parabacteroides sp. D26",11403,0.000714180941621548,11707.1,0.000733228850654878,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides sp. D26","Parabacteroides","Parabacteroides sp. D26",49,0.98,1,1,0.12,"Parabacteroides sp. AF19-14, Parabacteroides sp. AF27-14, Parabacteroides sp. AF39-10AC, Parabacteroides sp. AM17-47, Parabacteroides sp. B2-Q-110, Parabacteroides sp. D26, Parabacteroides sp. LFL-25"
2163605,"Wroclawvirus PA5oct",11353,0.000711049393162276,11353,0.000711048783209574,"0","Uroviricota","Caudoviricetes","0","Arenbergviridae","Wroclawvirus","Wroclawvirus PA5oct","Wroclawvirus","Wroclawvirus PA5oct",3,1,1,0.02,0.02,"Wroclawvirus PA5oct"
1502,"Clostridium perfringens",11249,0.000704535772366991,11175.7,0.000699942088776707,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium perfringens","Clostridium","Clostridium perfringens",38,0.9,0.9,0.5,0.12,"Clostridium perfringens"
592978,"Mediterraneibacter faecis",10670,0.000668272441208622,11357.4,0.00071132740813952,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis","Mediterraneibacter","Mediterraneibacter faecis",79,0.84,0.84,0.94,0.92,"Mediterraneibacter faecis"
2601632,"Pawinskivirus PS119XW",10447,0.00065430573508027,10447,0.000654305735080283,"0","Uroviricota","Caudoviricetes","0","Chimalliviridae","Pawinskivirus","Pawinskivirus PS119XW","Pawinskivirus","Pawinskivirus PS119XW",4,1,1,0.04,0.04,"Pawinskivirus PS119XW"
1262980,"Veillonella sp. CAG:933",9918,0.000621173952381173,9274.2,0.000580852165943972,"Bacteria","Bacillota","Negativicutes","Veillonellales","Veillonellaceae","Veillonella","Veillonella sp. CAG:933","Veillonella","Veillonella sp. CAG:933",12,1,1,0.32,0.32,"Veillonella sp. CAG:933"
1596,"Lactobacillus gasseri",9874,0.000618418189737014,9880.6,0.000618833005368678,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri","Lactobacillus","Lactobacillus gasseri",16,1,1,1,0.04,"Lactobacillus gasseri, Lactobacillus paragasseri, Lactobacillus sp. JM1, Lactobacillus sp. RTP31084st1_A10_RTP31084_210423, Lactobacillus sp. RTP31084st1_D4_RTP31084_210423, Lactobacillus sp. RTP31084st1_F9_RTP31084_210423"
371601,"Bacteroides xylanisolvens",9455,0.000592175813648315,10023.2,0.000627764414020111,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Bacteroides","Bacteroides xylanisolvens",67,0.94,1,1,0.16,"Bacteroides sp. 3_1_13, Bacteroides sp. AM16-13, Bacteroides xylanisolvens"
594,"Salmonella enterica",9260,0.000579962774657155,9757.8,0.000611143288595263,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","Salmonella","Salmonella enterica",90,0.98,0.98,0.98,0.1,"Salmonella enterica"
745368,"Gemmiger formicilis",8401,0.000526162772126864,8717.5,0.000545984933345869,"Bacteria","Bacillota","Clostridia","Eubacteriales","0","Gemmiger","Gemmiger formicilis","Gemmiger","Gemmiger formicilis",14,1,1,0.72,0.22,"Gemmiger formicilis, Gemmiger sp., uncultured Gemmiger sp."
1735,"Holdemanella biformis",8334,0.000521966497191439,8293.3,0.000519417109950237,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemanella","Holdemanella biformis","Holdemanella","Holdemanella biformis",22,0.98,0.98,0.9,0.2,"Holdemanella biformis, uncultured Holdemanella sp."
2986398,"Jahgtovirus intestinalis",7501,0.00046979489985997,7501,0.000469794899859979,"0","Uroviricota","Caudoviricetes","Crassvirales","Intestiviridae","Jahgtovirus","Jahgtovirus intestinalis","Jahgtovirus","Jahgtovirus intestinalis",6,1,1,0.18,0.04,"Jahgtovirus intestinalis"
2293143,"Roseburia sp. OM04-15AA",7057,0.000441986749541635,6984.3,0.000437436160356611,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia sp. OM04-15AA","Roseburia","Roseburia sp. OM04-15AA",34,1,1,1,0.24,"Roseburia sp. OM04-10BH, Roseburia sp. OM04-15AA"
