TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,best_hit_species,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,species_group_names,blast_validated
1686,Bifidobacterium catenulatum,198126,0.0125931491072178,198091.8,0.0125909752599085,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium,Bifidobacterium catenulatum,20,0.98,1,0.46,0.02,Bifidobacterium catenulatum,TRUE
823,Parabacteroides distasonis,187025,0.0118875549487569,189290.3,0.0120315379969466,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,Parabacteroides distasonis,30,0.96,1,1,0.02,"Parabacteroides distasonis, Parabacteroides sp. 20_3, Parabacteroides sp. AF39-10AC, Parabacteroides sp. AM25-14, Parabacteroides sp. B2-Q-110, Parabacteroides sp. CAG:2, Parabacteroides sp. LFL-25, Parabacteroides sp. OF04-13BH",TRUE
2787126,Romboutsia sp. D33t1_170424_H2,176850,0.0112408185680398,176833.9,0.0112397923988929,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. D33t1_170424_H2,Romboutsia,Romboutsia sp. D33t1_170424_H2,8,1,1,1,0,"Romboutsia hominis, Romboutsia sp. 1001216sp1, Romboutsia sp. 1001285H_161024_C4, Romboutsia sp. D33t1_170424_H2, Romboutsia sp. MSSM.1001216sp_RTP31141st1_F12_RTP31141_220114",TRUE
1304,Streptococcus salivarius,154578,0.00982518095906397,154300.5,0.00980754304067977,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus,Streptococcus salivarius,50,0.82,1,1,0.02,"Streptococcus orisratti, Streptococcus ovuberis, Streptococcus raffinosi, Streptococcus salivarius, Streptococcus sp. FDAARGOS_192, Streptococcus sp. ZY19097",TRUE
1160721,Ruminococcus bicirculans (ex Wegman et al. 2014),152255,0.00967752802418381,153166.6,0.009735473348147,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus,Hominimerdicola aceti,18,0.96,1,1,0.94,"Ruminococcus bicirculans (ex Wegman et al. 2014), Ruminococcus sp. AF17-1AC, Ruminococcus sp. AF17-24, Ruminococcus sp. AF17-6, Ruminococcus sp. AF17-6LB, Ruminococcus sp. AF37-20, Ruminococcus sp. AM43-6",TRUE
5480,Candida parapsilosis,147688,0.00938724349831308,147690.3,0.00938739205551798,Eukaryota,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,Candida,Candida parapsilosis,16,1,1,0.26,0.08,Candida parapsilosis,TRUE
626937,Christensenella minuta,146622,0.00931948713646106,146047.8,0.00928298973661601,Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella,Christensenella minuta,24,1,1,0.5,0.18,Christensenella minuta,TRUE
626935,Collinsella tanakaei,139716,0.00888053269466924,139728.1,0.00888129942357953,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella,Collinsella tanakaei,43,1,1,0.94,0.28,"Collinsella sp. UBA1693, Collinsella tanakaei",TRUE
328813,Alistipes onderdonkii,135578,0.00861751597295847,135925.7,0.00863961916544695,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes,Alistipes onderdonkii,18,0.98,1,0.86,0.02,"Alistipes onderdonkii, Alistipes sp. AM16-43, Alistipes sp. CAG:29, Alistipes sp. UBA1686",TRUE
626939,Phascolarctobacterium succinatutens,131463,0.00835596116149405,131998.7,0.00839000957418964,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,Phascolarctobacterium,Phascolarctobacterium succinatutens,25,1,1,0.88,0.14,"Phascolarctobacterium sp., Phascolarctobacterium sp. Marseille-Q4147, Phascolarctobacterium succinatutens, uncultured Phascolarctobacterium sp.",TRUE
487174,Barnesiella intestinihominis,109922,0.0069867868738257,110401.1,0.00701724180288507,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella,Barnesiella intestinihominis,4,1,1,1,0.02,"Barnesiella intestinihominis, Barnesiella sp., Barnesiella sp. B2-R-119",TRUE
39486,Dorea formicigenerans,80794,0.00513537288881092,75934.8,0.00482651873254814,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea,Dorea formicigenerans,101,0.82,0.9,0.88,0.42,Dorea formicigenerans,TRUE
301301,Roseburia hominis,80052,0.00508821039303775,79080.2,0.00502644154546288,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia,Roseburia hominis,60,1,1,0.48,0.42,Roseburia hominis,TRUE
33038,Mediterraneibacter gnavus,74063,0.00470754167715428,76751.8,0.00487844493267621,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,Mediterraneibacter,Mediterraneibacter gnavus,60,0.94,0.96,0.32,0.32,Mediterraneibacter gnavus,TRUE
594,Salmonella enterica,72670,0.00461900076527823,67394.1,0.00428365459281956,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella,Salmonella enterica,138,0.82,0.92,0.98,0.22,Salmonella enterica,TRUE
239935,Akkermansia muciniphila,66323,0.00421557709860394,66300.7,0.00421415893771999,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia,Akkermansia muciniphila,26,0.98,1,0.98,0.02,"Akkermansia muciniphila, Akkermansia sp. 54_46, Akkermansia sp. UBA7059, Akkermansia sp. UNK.MGS-1",TRUE
89153,[Clostridium] hylemonae,61610,0.00391601262073472,61956,0.00393800754597435,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,Lachnoclostridium,[Clostridium] hylemonae,13,1,1,0.28,0.28,[Clostridium] hylemonae,TRUE
39491,Agathobacter rectalis,55679,0.00353903046112463,59249.5,0.00376597768152559,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,Agathobacter rectalis,46,0.92,0.92,0.9,0.24,"Agathobacter rectalis, Agathobacter sp.",TRUE
35833,Bilophila wadsworthia,50987,0.00324080077087163,50976.4,0.00324012420830872,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila,Bilophila wadsworthia,8,1,1,0.86,0.08,"Bilophila sp., Bilophila sp. 4_1_30, Bilophila wadsworthia",TRUE
61420,Aspergillus caelatus,49647,0.00315562860869366,49537.7,0.00314867840703382,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus caelatus,Aspergillus,Aspergillus caelatus,24,1,1,0.98,0.12,"Aspergillus bombycis, Aspergillus caelatus, Aspergillus flavus, Aspergillus nomiae, Aspergillus oryzae, Aspergillus pseudonomiae, Aspergillus pseudotamarii",TRUE
330879,Aspergillus fumigatus,48667,0.00309333851993664,48667.1,0.00309334204874117,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,Aspergillus,Aspergillus fumigatus,24,1,1,0.84,0.14,Aspergillus fumigatus,TRUE
562,Escherichia coli,40793,0.0025928567251685,46071.9,0.00292838778318229,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia,Escherichia coli,63,0.94,0.94,0.98,0.62,Escherichia coli,TRUE
1796635,Longicatena caecimuris,37777,0.00240115579895302,37654.1,0.00239334251174823,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longicatena,Longicatena caecimuris,Longicatena,Longicatena caecimuris,48,0.92,0.92,0.98,0.2,"Longicatena caecimuris, Longicatena sp., Longicatena sp. 210702-DFI.1.160, Longicatena sp. 210702-DFI.1.163, Longicatena sp. 210702-DFI.1.204, Longicatena sp. 210702-DFI.1.211, Longicatena sp. 210702-DFI.1.213, Longicatena sp. 210702-DFI.1.249, Longicatena sp. 210702-DFI.1.255",TRUE
2981792,Oscillibacter acetigenes,36501,0.00232005156093878,40453.5,0.00257127456076615,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,Oscillibacter acetigenes,Intestinimonas,0,65,1,1,0.96,0.94,"Intestinimonas butyriciproducens, Intestinimonas sp. RTP31139st1_F5_RTP31139_211217",TRUE
1590,Lactiplantibacillus plantarum,28802,0.00183069299630582,28813.8,0.00183144493757106,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,Lactiplantibacillus,Lactiplantibacillus plantarum,11,1,1,0.8,0.04,Lactiplantibacillus plantarum,TRUE
3141596,Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225,30119.3333333333,0.00191442443534247,31529.4,0.00200404945047699,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225,Ruminococcus,Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225,64,0.98,0.98,0.8,0.74,Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225,TRUE
40545,Sutterella wadsworthensis,25613,0.00162799596258527,25631,0.00162914158398067,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,Sutterella,Sutterella wadsworthensis,22,1,1,0.88,0.14,"Sutterella sp., Sutterella sp. KLE1602, Sutterella wadsworthensis",TRUE
28118,Odoribacter splanchnicus,24871,0.00158083346681209,24711.7,0.00157070982896593,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter,Odoribacter splanchnicus,24,0.98,0.98,0.96,0.14,"Odoribacter sp., Odoribacter sp. N15.MGS-14, Odoribacter splanchnicus",TRUE
1496,Clostridioides difficile,21482,0.00136542417007991,21812.3,0.00138641743723366,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides,Clostridioides difficile,111,0.86,0.88,0.6,0.54,Clostridioides difficile,TRUE
358743,Enterocloster citroniae,21475,0.0013649792408745,21228.1,0.00134928740445313,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,Enterocloster,Enterocloster citroniae,31,0.96,1,0.92,0.9,Enterocloster citroniae,TRUE
28116,Bacteroides ovatus,21377,0.0013587502319988,21151.2,0.00134439666240527,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,Bacteroides ovatus,76,0.96,1,0.92,0.14,Bacteroides ovatus,TRUE
246787,Bacteroides cellulosilyticus,21060,0.00133860129512536,21054.7,0.0013382616908808,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,Bacteroides cellulosilyticus,39,0.86,1,0.72,0.2,Bacteroides cellulosilyticus,TRUE
1318,Streptococcus parasanguinis,18756,0.0011921560252313,17878,0.00113634726924991,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,Streptococcus,Streptococcus parasanguinis,80,0.82,1,1,0.04,"Streptococcus australis, Streptococcus dentalis, Streptococcus parasanguinis, Streptococcus sp. 27098_8_186, Streptococcus sp. 400_SSPC, Streptococcus sp. CP1998, Streptococcus sp. HMSC057G03, Streptococcus sp. HMSC078D09, Streptococcus sp. XMC, Streptococcus viridans",TRUE
1150298,Fusicatenibacter saccharivorans,16985,0.00107958893626326,17722.6,0.00112646937438477,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans,Blautia,Fusicatenibacter saccharivorans,110,0.9,0.9,0.98,0.98,Blautia intestinalis,TRUE
2584601,Akkermansia sp. BIOML-A45,16122,0.00102473552136804,16161.3,0.00102723201182444,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp. BIOML-A45,Akkermansia,0,13,0,1,1,0,"Akkermansia sp., Akkermansia sp. BIOML-A13, Akkermansia sp. BIOML-A16, Akkermansia sp. BIOML-A18, Akkermansia sp. BIOML-A22, Akkermansia sp. BIOML-A24, Akkermansia sp. BIOML-A36, Akkermansia sp. BIOML-A49, Akkermansia sp. BIOML-A58, Akkermansia sp. BIOML-A7",FALSE
5068,Aspergillus tubingensis,15927,0.0010123410649317,15918,0.00101176770695064,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,Aspergillus,Aspergillus tubingensis,12,1,1,0.938775510204082,0,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus niger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis, Aspergillus welwitschiae",TRUE
1495285,Tequatrovirus e112,15515,0.000986153803127725,15044,0.000956214519208749,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tequatrovirus,Tequatrovirus e112,Tequatrovirus,Tequatrovirus e112,78,0.74,1,1,0.28,"Tequatrovirus c40, Tequatrovirus e112, Tequatrovirus ecomdalca, Tequatrovirus fps2, Tequatrovirus fps90, Tequatrovirus gee4507, Tequatrovirus sf21, Tequatrovirus T4, Tequatrovirus yueel1",TRUE
2292004,Butyricicoccus sp. AM05-1,14967,0.00095132220247584,14953.7,0.000950478196018678,Bacteria,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus sp. AM05-1,Butyricicoccus,Butyricicoccus sp. AM05-1,42,0.88,0.88,0.92,0.84,Butyricicoccus sp. AM05-1,TRUE
1237364,Mosigvirus HX01,13828,0.000878925864624569,13660.9,0.000868306383450385,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Mosigvirus,Mosigvirus HX01,Mosigvirus,Mosigvirus HX01,42,0.94,1,0.98,0.36,"Mosigvirus 0157tp3, Mosigvirus 25307, Mosigvirus HX01, Mosigvirus jaykay, Mosigvirus JS09, Mosigvirus mar005p1, Mosigvirus phapec2, Mosigvirus sf",TRUE
2601632,Pawinskivirus PS119XW,12986,0.000825407237345578,12986,0.000825407237345588,0,Uroviricota,Caudoviricetes,0,Chimalliviridae,Pawinskivirus,Pawinskivirus PS119XW,Pawinskivirus,Pawinskivirus PS119XW,5,1,1,0.06,0.06,Pawinskivirus PS119XW,TRUE
2003188,Parolsenella catena,12690,0.000806593088088355,12689.7,0.000806572823981262,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,Parolsenella,Parolsenella catena,39,1,1,0.84,0.7,"Parolsenella catena, Parolsenella sp., uncultured Parolsenella sp.",TRUE
1680,Bifidobacterium adolescentis,12521,0.000795851225843522,12229.8,0.000777342579304898,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacterium adolescentis,22,1,1,0.86,0.02,"Bifidobacterium adolescentis, Bifidobacterium sp. MSK.17.10",TRUE
1351,Enterococcus faecalis,12091,0.000768519860368503,12397.8,0.000788020227978279,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus,Enterococcus faecalis,111,0.84,0.86,1,0.2,"Enterococcus faecalis, Enterococcus sp. A2(2023), Enterococcus sp. C23, Enterococcus sp. C64, Enterococcus sp. C99, Enterococcus sp. DIV2323, Enterococcus sp. DIV2368, Enterococcus sp. DIV2387",TRUE
1211280,Tulanevirus ime13,11421,0.00072593377927952,11421,0.000725933779279529,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tulanevirus,Tulanevirus ime13,Tulanevirus,Tulanevirus ime13,12,1,1,0.98,0.04,"Tulanevirus 50ahydr13pp, Tulanevirus 60ahydrpp, Tulanevirus aes12, Tulanevirus aes508, Tulanevirus as4, Tulanevirus asgz, Tulanevirus bteighttwo, Tulanevirus ime13",TRUE
1234680,Streptococcus rubneri,11018,0.000700318569311072,11951.3,0.00075963835182818,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus rubneri,Streptococcus,Streptococcus rubneri,53,1,1,0.88,0.04,Streptococcus rubneri,TRUE
2126740,Clostridium fessum,10336,0.00065696975244139,10118.4,0.000643139781489706,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium fessum,Clostridium,Clostridium sp. AM18-55,67,0.86,1,1,0.22,Clostridium fessum,TRUE
2419761,Epseptimavirus mar003J3,9682,0.000615400652393338,9120.8,0.000579730198343452,0,Uroviricota,Caudoviricetes,0,Demerecviridae,Epseptimavirus,Epseptimavirus mar003J3,Epseptimavirus,Epseptimavirus mar003J3,41,0.72,1,0.86,0.14,Epseptimavirus mar003J3,TRUE
858893,Exophiala dermatitidis,9671,0.000614701477927698,9671,0.000614701477732317,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala dermatitidis,Exophiala,Exophiala dermatitidis,30,1,1,0.16,0.16,Exophiala dermatitidis,TRUE
1567028,Gaprivervirus vr25,8319,0.000528766579969033,8354.1,0.000530999829017973,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Gaprivervirus,Gaprivervirus vr25,Gaprivervirus,Gaprivervirus vr25,38,1,1,0.96,0.32,"Gaprivervirus arezed, Gaprivervirus sp18, Gaprivervirus vr20, Gaprivervirus vr25, Gaprivervirus vr26, Gaprivervirus vr7",TRUE
820,Bacteroides uniformis,7353,0.000467366349622827,7417.5,0.000471464975354944,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,Bacteroides sp. AF04-22,59,0.92,1,1,0.2,"Bacteroides sp. AF04-22, Bacteroides sp. AF25-5LB, Bacteroides sp. AM07-18, Bacteroides sp. D20, Bacteroides sp. HF-162, Bacteroides sp. Marseille-P8574, Bacteroides sp. RTP31139st1_H2_RTP31139_211217, Bacteroides uniformis",TRUE
47715,Lacticaseibacillus rhamnosus,7316,0.000465014580965674,7323.5,0.000465488997766902,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,Lacticaseibacillus,Lacticaseibacillus rhamnosus,1,1,1,0,0,Lacticaseibacillus rhamnosus,TRUE
1391223,Gamaleyavirus APEC7,6923,0.000440034984147808,6722.1,0.000427263488295331,0,Uroviricota,Caudoviricetes,0,Schitoviridae,Gamaleyavirus,Gamaleyavirus APEC7,Gamaleyavirus,Gamaleyavirus APEC7,17,0.98,1,0.96,0.04,"Gamaleyavirus APEC5, Gamaleyavirus APEC7",TRUE
2025493,Blautia hominis,6730,0.000427767650341579,4736.6,0.000301063614294911,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hominis,Blautia,Blautia hominis,65,0.88,1,1,1,Blautia hominis,TRUE
53346,Enterococcus mundtii,6653,0.000422873429082098,6662.6,0.000423481606469486,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,Enterococcus,Enterococcus mundtii,47,0.94,1,1,0.02,"Enterococcus mundtii, Enterococcus sp. AZ014, Enterococcus sp. AZ033, Enterococcus sp. AZ093, Enterococcus sp. AZ095b, Enterococcus sp. AZ153, Enterococcus sp. AZ162, Enterococcus sp. AZ172, Enterococcus sp. DIV0765f, Enterococcus sp. DIV1368c",TRUE
1439894,Alcyoneusvirus K641,6484,0.000412131566837265,6484,0.00041213156683727,0,Uroviricota,Caudoviricetes,0,0,Alcyoneusvirus,Alcyoneusvirus K641,Alcyoneusvirus,Alcyoneusvirus K641,2,1,1,0.9,0,"Alcyoneusvirus K641, Alcyoneusvirus RaK2",TRUE
132259,Aspergillus pseudotamarii,6425,0.000408381449248832,6502.8,0.000413326974433343,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus pseudotamarii,Aspergillus,Aspergillus nomiae,21,1,1,0.9,0.14,"Aspergillus bombycis, Aspergillus caelatus, Aspergillus flavus, Aspergillus nomiae, Aspergillus oryzae, Aspergillus pseudonomiae, Aspergillus pseudotamarii",TRUE
1689,Bifidobacterium dentium,6318,0.000401580388537607,6346.4,0.000403384299960153,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium dentium,Bifidobacterium,Bifidobacterium dentium,4,1,1,0.82,0.04,"Bifidobacterium dentium, Bifidobacterium sp. MSTE12",TRUE
