TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,best_hit_species,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,species_group_names,blast_validated
239935,Akkermansia muciniphila,124623,0.00773199234289363,124615.1,0.00773149931312515,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia,Akkermansia muciniphila,14,1,1,1,0,"Akkermansia muciniphila, Akkermansia sp. 54_46, Akkermansia sp. UBA7059, Akkermansia sp. UNK.MGS-1",TRUE
2787112,Romboutsia sp. 1001713B170207_170306_H8,88729,0.00550501872521612,88843.2,0.00551210151471959,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. 1001713B170207_170306_H8,Romboutsia,0,44,1,1,1,0.4,"Romboutsia sp. 1001713B170207_170306_H8, Romboutsia sp. Marseille-P6047",TRUE
88431,Dorea longicatena,84557,0.00524617507633468,81396.8,0.00505010809579814,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea,Dorea longicatena,116,0.78,0.84,0.98,0.48,"Dorea longicatena, Dorea sp. MB18-49",TRUE
1196081,Talaromyces amestolkiae,82304,0.00510639206077143,82305.9,0.00510650895915461,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces amestolkiae,Talaromyces,Talaromyces amestolkiae,21,1,1,0.22,0.1,Talaromyces amestolkiae,TRUE
1496,Clostridioides difficile,75251,0.00466880235426116,76897,0.00477092572661811,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides,Clostridioides difficile,79,0.88,0.88,0.4,0.36,Clostridioides difficile,TRUE
1262737,Bacteroides sp. CAG:189,72576,0.00450283716711882,74439.3,0.00461844148477783,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:189,Bacteroides,Bacteroides fragilis,21,0.92,1,0.44,0.08,Bacteroides sp. CAG:189,TRUE
301301,Roseburia hominis,72239,0.00448192865569191,72482.7,0.00449705135118155,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia,Roseburia hominis,50,0.96,0.98,0.4,0.34,Roseburia hominis,TRUE
36656,Penicillium crustosum,66948,0.00415365882198345,67388.2,0.00418097072129693,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium crustosum,Penicillium,Penicillium crustosum,18,1,1,0.84,0.04,Penicillium crustosum,TRUE
823,Parabacteroides distasonis,63420,0.00393477090413739,66251.4,0.00411043808618876,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,Parabacteroides distasonis,36,0.96,1,1,0.06,"Parabacteroides distasonis, Parabacteroides sp. 2_1_7, Parabacteroides sp. 20_3, Parabacteroides sp. AF39-10AC, Parabacteroides sp. AM25-14, Parabacteroides sp. CAG:2, Parabacteroides sp. CT06, Parabacteroides sp. LFL-25, Parabacteroides sp. OF04-13BH",TRUE
28118,Odoribacter splanchnicus,62100,0.00385287406412696,62690.5,0.00388950898849179,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter,Odoribacter splanchnicus,11,1,1,0.94,0.14,"Odoribacter sp., Odoribacter sp. N15.MGS-14, Odoribacter splanchnicus",TRUE
39483,Faecalitalea cylindroides,62047,0.00384958578191442,64417.8,0.00399667663140497,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea cylindroides,Faecalitalea,Faecalitalea cylindroides,45,1,1,0.46,0.46,Faecalitalea cylindroides,TRUE
858893,Exophiala dermatitidis,54404,0.00337539066964192,54404,0.00337539066724375,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala dermatitidis,Exophiala,Exophiala dermatitidis,23,1,1,0.14,0.14,Exophiala dermatitidis,TRUE
544644,Butyricimonas synergistica,52199,0.00323858572098814,52362.2,0.00324871120499649,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,Butyricimonas,Butyricimonas synergistica,15,1,1,0.86,0.14,"Butyricimonas sp. Marseille-P2440, Butyricimonas synergistica",TRUE
89153,[Clostridium] hylemonae,48221,0.0029917784258658,48324,0.00299816925288895,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,Lachnoclostridium,[Clostridium] hylemonae,18,1,1,0.34,0.34,[Clostridium] hylemonae,TRUE
187327,Acidaminococcus intestini,47455,0.00294425344143551,47461.4,0.002944651963781,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus,Acidaminococcus intestini,42,1,1,1,0.14,"Acidaminococcus intestini, Acidaminococcus sp. AM33-14BH, Acidaminococcus sp. BV3L6, Acidaminococcus sp. HPA0509",TRUE
28025,Bifidobacterium animalis,45018,0.00279305450271929,45024.3,0.00279344531447609,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium,Bifidobacterium animalis,1,1,1,0,0,Bifidobacterium animalis,TRUE
39491,Agathobacter rectalis,41317,0.00256343313538702,42480.4,0.0026356141724777,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,Agathobacter rectalis,87,0.82,0.82,0.9,0.36,"Agathobacter rectalis, Agathobacter sp.",TRUE
2292004,Butyricicoccus sp. AM05-1,35357,0.00219365649412781,35579.9,0.00220748352850126,Bacteria,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus sp. AM05-1,Butyricicoccus,Butyricicoccus sp. AM05-1,39,0.96,0.98,0.98,0.68,Butyricicoccus sp. AM05-1,TRUE
3028070,Claveliimonas bilis,33908,0.00210375609929818,45330.5,0.00281244469265736,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Claveliimonas,Claveliimonas bilis,Claveliimonas,Claveliimonas bilis,97,0.84,0.84,0.66,0.6,Claveliimonas bilis,TRUE
1912855,Faecalimonas umbilicata,28995,0.00179893854250179,23959.8,0.00148653756830977,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas umbilicata,Faecalimonas,Faecalimonas umbilicata,58,0.94,0.94,0.66,0.66,Faecalimonas umbilicata,TRUE
5478,Nakaseomyces glabratus,28605,0.00177474174886235,28606.7,0.00177484549919337,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Nakaseomyces glabratus,Nakaseomyces,Nakaseomyces glabratus,12,1,1,0.08,0.06,Nakaseomyces glabratus,TRUE
29363,Clostridium paraputrificum,28002,0.00173732978331213,28005,0.00173751411343409,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,Clostridium,Clostridium paraputrificum,47,0.98,1,0.88,0.2,"Clostridium paraputrificum, Clostridium sp. 1001283B150210_160208_E6",TRUE
1675602,Moonvirus merlin,25785,0.00159978031793098,25784.7,0.0015997611077309,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Moonvirus,Moonvirus merlin,Moonvirus,Moonvirus merlin,39,1,1,0.9,0.34,"Moonvirus cf1, Moonvirus kayemsixteen, Moonvirus merlin, Moonvirus moon",TRUE
89014,Blautia luti,24889,0.00154418973562087,22855.6,0.0014180307418223,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia luti,Blautia,Blautia luti,110,0.74,0.96,1,0.9,"Blautia aquisgranensis, Blautia luti, Blautia sp. MCC283",TRUE
1448317,Aspergillus costaricensis,14109,0.000875365542202372,13343.8,0.00082789183668288,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus costaricensis,Aspergillus,0,18,1,1,1,0.02,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis",TRUE
487174,Barnesiella intestinihominis,13874,0.000860785422958091,13886.9,0.000861587041267897,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella,0,12,0.98,0.98,1,0.02,"Barnesiella intestinihominis, Barnesiella sp., Barnesiella sp. B2-R-119",TRUE
649756,Anaerostipes hadrus,13473,0.000835906155651893,11025.3,0.000684045859863594,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes,Anaerostipes hadrus,37,0.94,0.94,0.8,0.32,Anaerostipes hadrus,TRUE
418240,Blautia wexlerae,13067,0.000810716673042625,13515.9,0.000838567479007613,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia wexlerae,Coprococcus,Blautia wexlerae,124,0.78,0.92,1,1,"Coprococcus aceti, Coprococcus ammoniilyticus, Coprococcus catus, Coprococcus sp. TF11-13",TRUE
818,Bacteroides thetaiotaomicron,12898,0.000800231395798866,12095.3,0.000750428429489267,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides,Bacteroides thetaiotaomicron,68,0.9,1,1,0.48,"Bacteroides finegoldii, Bacteroides sp. AF26-7BH, Bacteroides sp. DH3716P, Bacteroides sp. OF03-11BH, Bacteroides thetaiotaomicron, Bacteroides uniformis, Candidatus Bacteroides intestinigallinarum",TRUE
2981789,Dorea amylophila,12543,0.00077820610928091,19519.4,0.00121104467489252,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea amylophila,Blautia,Dorea amylophila,93,0.88,0.98,0.9,0.9,Blautia hansenii,TRUE
2696339,Mosigvirus efftwo,10721,0.000665163652842273,10702.2,0.000663999660268758,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Mosigvirus,Mosigvirus efftwo,Mosigvirus,Mosigvirus efftwo,54,0.98,1,0.98,0.34,Mosigvirus efftwo,TRUE
2666183,Pseudomonas juntendi,10107,0.000627069213625301,10092.3,0.000626158554962867,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas juntendi,Pseudomonas,Pseudomonas juntendi,77,0.86,1,1,0.38,"Pseudomonas juntendi, Pseudomonas sp. BJP69, Pseudomonas sp. CAH-1, Pseudomonas sp. GTC 16481, Pseudomonas sp. NBRC 111126, Pseudomonas sp. NBRC 111128, Pseudomonas sp. TJI-51, Pseudomonas sp. UBA2047, Pseudomonas sp. UBA2628, Pseudomonas sp. UBA6699",TRUE
1567028,Gaprivervirus vr25,9918,0.000615343075169263,9876.9,0.00061279258611114,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Gaprivervirus,Gaprivervirus vr25,Gaprivervirus,Gaprivervirus vr25,63,1,1,0.98,0.36,"Gaprivervirus arezed, Gaprivervirus sp18, Gaprivervirus vr20, Gaprivervirus vr25, Gaprivervirus vr26, Gaprivervirus vr7",TRUE
328813,Alistipes onderdonkii,9180,0.00056955529643616,9207.8,0.000571278304728576,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Alistipes,Alistipes onderdonkii,17,1,1,0.98,0.06,"Alistipes onderdonkii, Alistipes sp. AM16-43, Alistipes sp. CAG:29, Alistipes sp. UBA1686",TRUE
2163605,Wroclawvirus PA5oct,8565,0.000531398814158574,8564.8,0.000531389421730984,0,Uroviricota,Caudoviricetes,0,Arenbergviridae,Wroclawvirus,Wroclawvirus PA5oct,Wroclawvirus,Wroclawvirus PA5oct,3,1,1,0.02,0.02,Wroclawvirus PA5oct,TRUE
2293015,Clostridium sp. AF36-4,8289,0.000514274929429121,8279.7,0.00051369613170484,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. AF36-4,Clostridium,Clostridium sp. AF36-4,20,1,1,0.92,0.14,"Clostridium sp. AF36-4, Clostridium sp. AF37-5",TRUE
1567007,Tequintavirus DT5712,6692,0.000415192161628625,6690.6,0.000415102463494679,0,Uroviricota,Caudoviricetes,0,Demerecviridae,Tequintavirus,Tequintavirus DT5712,Tequintavirus,Tequintavirus DT5712,53,1,1,1,0.3,"Tequintavirus DT5712, Tequintavirus DT57C",TRUE
1933774,Loudonvirus EC3a,6682,0.000414571731022486,6681.8,0.000414560039766222,0,Uroviricota,Caudoviricetes,0,Drexlerviridae,Loudonvirus,Loudonvirus EC3a,Loudonvirus,Loudonvirus EC3a,20,1,1,0.84,0.78,Loudonvirus EC3a,TRUE
180164,Blautia schinkii,6675,0.000414137429598188,7253.1,0.000450004479877599,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,Ruminococcus,0,91,0.44,0.6,1,0.86,"Ruminococcus sp. 1001136sp1, Ruminococcus sp. 1001713B170214_170313_A12, Ruminococcus sp. RTP21198st1_G1_RTP21198_201120",FALSE
1502,Clostridium perfringens,6373,0.000395400425292772,6317.9,0.000391979309693889,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium perfringens,Clostridium,Clostridium perfringens,39,0.958333333333333,0.958333333333333,0.416666666666667,0.104166666666667,Clostridium perfringens,TRUE
2981779,Anaerostipes amylophilus,6209,0.000385225363352082,7567.2,0.000469489281503445,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes amylophilus,Blautia,0,50,0.86,0.86,0.84,0.36,"Blautia sp., Blautia sp. TF10-30",TRUE
592978,Mediterraneibacter faecis,6186,0.000383798372957961,6119.9,0.000379697971330099,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter faecis,Mediterraneibacter,Mediterraneibacter faecis,98,0.78,0.82,0.98,0.98,Mediterraneibacter faecis,TRUE
53346,Enterococcus mundtii,6142,0.000381068478290947,6130.7,0.000380369119262014,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,Enterococcus,Enterococcus mundtii,41,1,1,1,0.02,"Enterococcus mundtii, Enterococcus sp. AZ014, Enterococcus sp. AZ033, Enterococcus sp. AZ093, Enterococcus sp. AZ095b, Enterococcus sp. AZ153, Enterococcus sp. AZ162, Enterococcus sp. AZ172, Enterococcus sp. DIV0765f, Enterococcus sp. DIV1368c",TRUE
2714355,Vescimonas coprocola,6068,0.000376477291805514,5688.4,0.000352926087281087,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,Vescimonas coprocola,Vescimonas,Vescimonas coprocola,57,0.92,0.92,1,1,Vescimonas coprocola,TRUE
3420582,Candidatus Pseudoscillospira sp. SGI.172,5314,0.000329696824102587,5179.7,0.000321365285247656,Bacteria,Bacillota,Clostridia,0,0,Candidatus Pseudoscillospira,Candidatus Pseudoscillospira sp. SGI.172,Candidatus Pseudoscillospira,Candidatus Pseudoscillospira sp. SGI.172,55,1,1,0.68,0.68,Candidatus Pseudoscillospira sp. SGI.172,TRUE
2894747,Dhillonvirus JLBYU37,5290,0.000328207790647852,4249.1,0.000263626926673918,0,Uroviricota,Caudoviricetes,0,0,Dhillonvirus,Dhillonvirus JLBYU37,Dhillonvirus,Dhillonvirus JLBYU37,49,0.9,1,1,0,"Dhillonvirus B2, Dhillonvirus bov221, Dhillonvirus dv011D5, Dhillonvirus georgbuechner, Dhillonvirus HK578, Dhillonvirus JLBYU37, Dhillonvirus Over9000, Dhillonvirus PEC14, Dhillonvirus teewinot, Dhillonvirus YD2008s",TRUE
1311,Streptococcus agalactiae,5286,0.000327959618405397,4103.2,0.000254577392737361,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus,Streptococcus agalactiae,136,0.76,0.92,1,0.9,Streptococcus agalactiae,TRUE
2093857,Dysosmobacter welbionis,4795,0.000297496475643942,4804.6,0.000298089547949056,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis,Oscillibacter,Oscillibacter sp. PEA192,26,0.94,0.94,1,1,"Oscillibacter acetigenes, Oscillibacter sp., Oscillibacter sp. KLE 1728, Oscillibacter sp. PEA192",TRUE
1439894,Alcyoneusvirus K641,4784,0.000296814001977188,4784,0.000296814001977182,0,Uroviricota,Caudoviricetes,0,0,Alcyoneusvirus,Alcyoneusvirus K641,Alcyoneusvirus,Alcyoneusvirus K641,7,1,1,0.96,0.06,"Alcyoneusvirus K641, Alcyoneusvirus RaK2",TRUE
2508180,Tequatrovirus kaw,4781,0.000296627872795346,4832,0.000299792209225186,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tequatrovirus,Tequatrovirus kaw,Tequatrovirus,Tequatrovirus kaw,88,0.98,1,1,0.08,"Enterobacteria phage RB68, Tequatrovirus ar1, Tequatrovirus gee4507, Tequatrovirus kaw, Tequatrovirus kit03, Tequatrovirus mlf4, Tequatrovirus nbeco, Tequatrovirus ozark, Tequatrovirus pyps2t, Tequatrovirus RB51",TRUE
2981783,Blautia acetigignens,4711,0.000292284858552369,5313.1,0.000329644011744136,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia acetigignens,Coprococcus,Coprococcus aceti,68,0.94,1,1,0.94,"Coprococcus aceti, Coprococcus sp. TF11-13",TRUE
762660,Acinetobacter phage Ac42,4673,0.000289927222249039,4673,0.000289927222249033,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,0,Acinetobacter phage Ac42,0,Acinetobacter phage Ac42,3,1,0,0.02,0,0,TRUE
2711185,Kuravirus MN05,4664,0.000289368834703513,4579,0.000284097827703411,0,Uroviricota,Caudoviricetes,0,Mktvariviridae,Kuravirus,Kuravirus MN05,Kuravirus,Kuravirus MN05,19,1,1,0.98,0.28,"Kuravirus CHD5UKE1, Kuravirus EcoN5, Kuravirus kv1721, Kuravirus MN03, Kuravirus MN05, Kuravirus NJ01, Kuravirus O18011, Kuravirus phiEco32, Kuravirus SGF2",TRUE
246787,Bacteroides cellulosilyticus,4551,0.000282357968854135,5191.3,0.000322081994978997,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,Bacteroides cellulosilyticus,51,0.98,1,0.9,0.6,Bacteroides cellulosilyticus,TRUE
39486,Dorea formicigenerans,4332,0.000268770538579678,4536.5,0.000281459213647377,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea,0,71,0.98,0.98,1,1,"Dorea formicigenerans, Dorea sp. 210702-DFI.3.17",TRUE
