"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","best_hit_species","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","species_group_names"
1108849,"Penicillium rubens",436976,0.0274244257107129,436833.5,0.0274154829626519,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium rubens","Penicillium","Penicillium rubens",24,1,1,0.94,0.04,"Penicillium chrysogenum, Penicillium mononematosum, Penicillium rubens"
626939,"Phascolarctobacterium succinatutens",363873,0.0228365128900311,364112.2,0.0228515219217928,"Bacteria","Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium succinatutens","Phascolarctobacterium","Phascolarctobacterium succinatutens",9,1,1,0.92,0.04,"Phascolarctobacterium sp., Phascolarctobacterium sp. Marseille-Q4147, Phascolarctobacterium succinatutens, uncultured Phascolarctobacterium sp."
594,"Salmonella enterica",358155,0.0224776536707288,358112,0.0224749527840823,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","Salmonella","Salmonella enterica",71,1,1,1,0.04,"Salmonella enterica, Salmonella sp. NW163, Salmonella sp. NW71, Salmonella sp. ZJJH19_0144"
88431,"Dorea longicatena",353459,0.0221829347316165,355893.5,0.0223357226227781,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena","Dorea","Dorea longicatena",56,0.98,1,1,0.32,"Dorea longicatena, Dorea sp. MB18-49"
28116,"Bacteroides ovatus",344165,0.0215996472912185,312118.6,0.019588428238564,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides","Bacteroides ovatus",71,0.92,1,1,0.18,"Bacteroides fragilis, Bacteroides ovatus"
89153,"[Clostridium] hylemonae",305650,0.0191824624658549,305995.7,0.0192041562862642,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoclostridium","[Clostridium] hylemonae","Lachnoclostridium","[Clostridium] hylemonae",24,0.98,0.98,0.34,0.32,"[Clostridium] hylemonae"
2293016,"Clostridium sp. AF37-5",294892,0.0185072950154781,295093.3,0.0185199259151791,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium sp. AF37-5","Clostridium","Clostridium sp. AF37-5",51,1,1,0.9,0.26,"Clostridium sp. AF36-4, Clostridium sp. AF37-5"
1196081,"Talaromyces amestolkiae",265378,0.0166550090766028,265389.4,0.0166557257190142,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces amestolkiae","Talaromyces","Talaromyces amestolkiae",12,1,1,0.2,0.04,"Talaromyces amestolkiae"
817,"Bacteroides fragilis",259919,0.0163124045858418,296810.7,0.0186277118871679,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides fragilis","Bacteroides","Bacteroides fragilis",19,0.98,1,0.26,0.04,"Bacteroides fragilis"
2764323,"Catenibacterium faecis",219145,0.0137534458926215,219420.9,0.0137707619257693,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium faecis","Catenibacterium","Catenibacterium faecis",15,1,1,1,0.02,"Catenibacterium faecis, Catenibacterium mitsuokai, Catenibacterium sp., Catenibacterium sp. AM22-15, Catenibacterium sp. AM22-6LB"
180164,"Blautia schinkii",166249,0.0104337156960115,177076.3,0.0111132315260484,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia schinkii","Blautia","0",63,0.88,1,0.98,0.36,"Blautia obeum, Blautia schinkii, Blautia sp. 210820-DFI.6.14"
301301,"Roseburia hominis",156146,0.00979965576376043,156420.5,0.00981688159710438,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia hominis","Roseburia","Roseburia hominis",77,0.96,0.98,0.54,0.46,"Roseburia hominis"
823,"Parabacteroides distasonis",135971,0.00853348144591773,137277.9,0.00861550046227807,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis","Parabacteroides","Parabacteroides distasonis",39,0.98,0.98,1,0.1,"Parabacteroides distasonis, Parabacteroides sp. 20_3, Parabacteroides sp. AF27-14, Parabacteroides sp. AM17-47, Parabacteroides sp. B2-Q-110, Parabacteroides sp. D26, Parabacteroides sp. LFL-25, Parabacteroides sp. OF04-13BH"
40545,"Sutterella wadsworthensis",95759,0.00600979363084507,95736.8,0.00600840297438174,"Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella wadsworthensis","Sutterella","Sutterella wadsworthensis",48,1,1,0.88,0.26,"Sutterella sp., Sutterella sp. KLE1602, Sutterella wadsworthensis"
39491,"Agathobacter rectalis",94733,0.00594540231237634,96439.8,0.00605252127493547,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis","Agathobacter","Agathobacter rectalis",73,0.88,0.88,0.96,0.38,"Agathobacter rectalis, Agathobacter sp., Agathobacter sp. LCP21S3_B2"
36911,"Clavispora lusitaniae",89595,0.00562294364347544,89595.2,0.00562295777577217,"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Metschnikowiaceae","Clavispora","Clavispora lusitaniae","Clavispora","Clavispora lusitaniae",16,1,1,0.12,0.12,"Clavispora lusitaniae"
665942,"Desulfovibrio sp. 6_1_46AFAA",89576,0.00562175121165194,89572.1,0.00562150623648405,"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","Desulfovibrio sp. 6_1_46AFAA","Desulfovibrio","Desulfovibrio sp. 6_1_46AFAA",19,1,1,0.92,0.08,"Desulfovibrio fairfieldensis, Desulfovibrio sp. 3_1_syn3, Desulfovibrio sp. 6_1_46AFAA"
544644,"Butyricimonas synergistica",76445,0.00479765530247759,77028,0.00483424211898859,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas synergistica","Butyricimonas","Butyricimonas synergistica",22,1,1,0.94,0.16,"Butyricimonas sp. Marseille-P2440, Butyricimonas synergistica"
2109687,"Oscillibacter sp. PEA192",66398,0.00416710990612737,65955.6,0.0041393468396515,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Oscillibacter","Oscillibacter sp. PEA192","Oscillibacter","Oscillibacter sp. PEA192",38,0.98,0.98,0.96,0.96,"Oscillibacter acetigenes, Oscillibacter sp., Oscillibacter sp. KLE 1728, Oscillibacter sp. PEA192"
2302955,"Faecalibacterium sp. AF10-46",61723,0.00387370891797795,58396.5,0.00366493799677442,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium sp. AF10-46","Faecalibacterium","Faecalibacterium sp. AF10-46",61,0.86,1,1,0.24,"Faecalibacterium sp. AF10-46, Faecalibacterium sp. AM43-5AT"
2292004,"Butyricicoccus sp. AM05-1",51215,0.00321423136001556,51113.7,0.00320787227895795,"Bacteria","Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus sp. AM05-1","Butyricicoccus","Butyricicoccus sp. AM05-1",44,0.98,1,0.9,0.82,"Butyricicoccus sp. AM05-1"
936595,"Lachnoanaerobaculum sp. OBRC5-5",48686,0.00305551240835142,48829.3,0.00306450288058505,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum sp. OBRC5-5","Lachnoanaerobaculum","Lachnoanaerobaculum sp. OBRC5-5",34,1,1,0.98,0.12,"Lachnoanaerobaculum gingivalis, Lachnoanaerobaculum sanguinis, Lachnoanaerobaculum sp., Lachnoanaerobaculum sp. ICM7, Lachnoanaerobaculum sp. MSX33, Lachnoanaerobaculum sp. OBRC5-5"
1150298,"Fusicatenibacter saccharivorans",48469,0.00304189358173571,49208.7,0.00308831487664452,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Fusicatenibacter","Fusicatenibacter saccharivorans","Blautia","Fusicatenibacter saccharivorans",79,0.86,0.88,0.96,0.96,"Blautia sp. AF13-16"
3141596,"Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225",47775,0.00299833844039331,49982.3,0.00313687048747882,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225","Ruminococcus","Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225",74,1,1,0.76,0.64,"Ruminococcus sp. 1001136sp1_2201st1_G3_2201SCRN_220225"
626937,"Christensenella minuta",43985,0.00276047967139089,43958.6,0.00275882333860782,"Bacteria","Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella minuta","Christensenella","Christensenella minuta",15,1,1,0.4,0.08,"Christensenella minuta"
1351,"Enterococcus faecalis",40534,0.00254389639650241,40313.9,0.00253008125364398,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis","Enterococcus","Enterococcus faecalis",105,0.86,0.88,1,0.18,"Enterococcus faecalis, Enterococcus sp. AZ120, Enterococcus sp. C27, Enterococcus sp. C95, Enterococcus sp. DIV0294, Enterococcus sp. DIV1328a, Enterococcus sp. DIV2368, Enterococcus sp. DIV2445a, Enterococcus sp. MSG3331"
1685,"Bifidobacterium breve",40113,0.00251747461767655,39842.9,0.00250052128990188,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium breve","Bifidobacterium","Bifidobacterium breve",7,1,1,0.54,0.02,"Bifidobacterium breve"
2817018,"Faecalibacterium sp. Marseille-Q4896",37884,0.00237758353690969,44064.5,0.00276547071902591,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium sp. Marseille-Q4896","Faecalibacterium","Faecalibacterium sp. Marseille-Q4896",80,1,1,0.96,0.38,"Faecalibacterium sp. 9, Faecalibacterium sp. Marseille-Q4896, Faecalibacterium sp. OF03-6AC"
1304,"Streptococcus salivarius",34580,0.00217022591876088,34601.6,0.00217158392435393,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus salivarius","Streptococcus","Streptococcus salivarius",55,0.86,1,1,0,"Streptococcus mutans, Streptococcus salivarius, Streptococcus sp., Streptococcus sp. 15.1, Streptococcus sp. 16.1, Streptococcus sp. 17.1, Streptococcus sp. 27098_8_74, Streptococcus sp. CCH8-H5, Streptococcus sp. HMSC078H03, Streptococcus sp. Marseille-P7375"
2986997,"Romboutsia sp. 1001216sp1",32299,0.00202707134037182,32293.8,0.00202674807118718,"Bacteria","Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Romboutsia","Romboutsia sp. 1001216sp1","Romboutsia","0",8,1,1,1,0,"Romboutsia hominis, Romboutsia sp. 1001216sp1, Romboutsia sp. 1001285H_161024_C4, Romboutsia sp. D33t1_170424_H2, Romboutsia sp. MSSM.1001216sp_RTP31141st1_F12_RTP31141_220114"
35833,"Bilophila wadsworthia",32188,0.00202010502813982,32212.6,0.00202165080975445,"Bacteria","Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia","Bilophila","Bilophila wadsworthia",6,1,1,0.86,0.04,"Bilophila sp., Bilophila sp. 4_1_30, Bilophila wadsworthia"
562,"Escherichia coli",31563,0.0019808802971038,31679.1,0.00198816381183476,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli","Escherichia","Escherichia coli",46,0.94,0.94,0.32,0.24,"Escherichia coli"
40520,"Blautia obeum",30689,0.00192602843322303,35646.3,0.00223714688657015,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia obeum","Blautia","Blautia obeum",113,0.9,0.96,0.76,0.42,"Blautia obeum"
1796635,"Longicatena caecimuris",30408,0.00190839299414924,30507.1,0.00191461391802084,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Longicatena","Longicatena caecimuris","Longicatena","Longicatena caecimuris",22,0.96,1,0.98,0.06,"Longicatena caecimuris, Longicatena sp., Longicatena sp. 210702-DFI.1.160, Longicatena sp. 210702-DFI.1.163, Longicatena sp. 210702-DFI.1.204, Longicatena sp. 210702-DFI.1.211, Longicatena sp. 210702-DFI.1.213, Longicatena sp. 210702-DFI.1.249, Longicatena sp. 210702-DFI.1.255"
626935,"Collinsella tanakaei",28783,0.00180640869345559,28804.1,0.00180773586207313,"Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella tanakaei","Collinsella","Collinsella tanakaei",40,1,1,0.78,0.16,"Collinsella sp. UBA1693, Collinsella tanakaei"
328813,"Alistipes onderdonkii",28596,0.00179467265392961,27556.8,0.00172945599289285,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes onderdonkii","Alistipes","Alistipes onderdonkii",23,0.96,0.98,0.98,0.16,"Alistipes onderdonkii, Alistipes sp. AM16-43, Alistipes sp. CAG:29, Alistipes sp. UBA1686"
858893,"Exophiala dermatitidis",25786,0.00161831826319167,25786,0.00161831826269136,"Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis","Exophiala","Exophiala dermatitidis",21,1,1,0.16,0.14,"Exophiala dermatitidis"
2321390,"Tequatrovirus pyps2t",25290,0.00158718951664148,25224.1,0.00158305498443177,"0","Uroviricota","Caudoviricetes","Pantevenvirales","Straboviridae","Tequatrovirus","Tequatrovirus pyps2t","Tequatrovirus","Tequatrovirus pyps2t",80,0.84,1,1,0.48,"Enterobacteria phage RB68, Tequatrovirus ar1, Tequatrovirus ec04, Tequatrovirus ecombl75, Tequatrovirus pyps2t, Tequatrovirus RB18, Tequatrovirus RB51, Tequatrovirus sf21, Tequatrovirus sf23, Tequatrovirus vtec"
33038,"Mediterraneibacter gnavus",23837,0.00149599986192895,21798.7,0.001368075905144,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter gnavus","Mediterraneibacter","Mediterraneibacter gnavus",53,0.96,0.96,0.7,0.68,"Mediterraneibacter gnavus"
1439894,"Alcyoneusvirus K641",22851,0.00143411892624652,22851,0.00143411892624649,"0","Uroviricota","Caudoviricetes","0","0","Alcyoneusvirus","Alcyoneusvirus K641","Alcyoneusvirus","Alcyoneusvirus K641",3,1,1,0.96,0.02,"Alcyoneusvirus K641, Alcyoneusvirus RaK2"
820,"Bacteroides uniformis",21963,0.00137838842839055,21506.6,0.00134974406994654,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides","Bacteroides uniformis",54,0.94,1,1,0.08,"Bacteroides sp. A1C1, Bacteroides sp. AF25-17LB, Bacteroides sp. AF25-5LB, Bacteroides sp. AR20, Bacteroides sp. AR29, Bacteroides sp. D20, Bacteroides sp. HF-162, Bacteroides sp. HF-5613, Bacteroides uniformis"
3133156,"Faecalibacterium tardum",18666,0.00117147012722934,17851.4,0.00112034597499713,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium tardum","Faecalibacterium","0",29,1,1,1,0.12,"Faecalibacterium intestinale, Faecalibacterium prausnitzii, Faecalibacterium sp., Faecalibacterium sp. I3-3-33, Faecalibacterium sp. I4-1-79, Faecalibacterium sp. OM04-11BH, Faecalibacterium tardum, uncultured Faecalibacterium sp."
1354,"Enterococcus hirae",18520,0.00116230723005932,18564.3,0.00116508711312538,"Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae","Enterococcus","Enterococcus hirae",37,0.9,1,1,0.02,"Enterococcus hirae, Enterococcus sp. AZ077, Enterococcus sp. AZ152, Enterococcus sp. C57, Enterococcus sp. C63, Enterococcus sp. DIV0808, Enterococcus sp. DIV1089c, Enterococcus sp. DIV1639a, Enterococcus sp. DIV2421"
5480,"Candida parapsilosis",17950,0.00112653427535447,17950.3,0.00112655355391658,"Eukaryota","Ascomycota","Pichiomycetes","Serinales","Debaryomycetaceae","Candida","Candida parapsilosis","Candida","Candida parapsilosis",28,1,1,0.22,0.12,"Candida parapsilosis"
1448317,"Aspergillus costaricensis",16456,0.00103277147828597,15119.4,0.000948889367215706,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus costaricensis","Aspergillus","Aspergillus niger",10,1,1,0.98,0,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis"
1681,"Bifidobacterium bifidum",16271,0.00102116095789931,16494.6,0.0010351922194223,"Bacteria","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium bifidum","Bifidobacterium","Bifidobacterium bifidum",3,1,1,0.7,0,"Bifidobacterium bifidum, Bifidobacterium sp. SKU"
76859,"Fusobacterium animalis",15932,0.000999885463785375,15910.9,0.000998558469497197,"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium animalis","Fusobacterium","Fusobacterium animalis",16,1,1,0.959183673469388,0.0408163265306122,"Fusobacterium animalis, Fusobacterium sp. CM1, Fusobacterium sp. HMSC065F01"
371601,"Bacteroides xylanisolvens",14567,0.000914218651202709,15787.2,0.000990796961737475,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Bacteroides","Bacteroides xylanisolvens",80,0.98,1,0.98,0.26,"Bacteroides sp. 2_2_4, Bacteroides sp. DH3716P, Bacteroides xylanisolvens"
821,"Phocaeicola vulgatus",13820,0.000867337252668458,14844.7,0.000931648418760206,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","Phocaeicola","Phocaeicola vulgatus",40,0.98,0.98,0.88,0.26,"Phocaeicola vulgatus"
2997953,"Coprococcus sp. AM97-35",13751,0.000863006842362082,16149.8,0.00101355195336796,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Coprococcus","Coprococcus sp. AM97-35","Coprococcus","Coprococcus sp. AM97-35",23,1,1,0.78,0.78,"Coprococcus catus, Coprococcus phoceensis, Coprococcus sp. AM97-35"
154288,"Turicibacter sanguinis",13697,0.00085961782560057,13693.4,0.000859392261877701,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter","Turicibacter sanguinis","Turicibacter","0",17,1,1,1,0.18,"Turicibacter sanguinis, Turicibacter sp., Turicibacter sp. HGF1, uncultured Turicibacter sp."
36656,"Penicillium crustosum",13001,0.000815937165118859,12968.2,0.000813881214193722,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium crustosum","Penicillium","Penicillium crustosum",33,1,1,0.92,0.04,"Penicillium crustosum"
3143031,"Ruminococcus sp. RTP21484sp1_RTP21277st1_D2_RTP21277_210401",10410,0.000653327120135937,10536.8,0.000661287911571126,"Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus sp. RTP21484sp1_RTP21277st1_D2_RTP21277_210401","Ruminococcus","Ruminococcus sp. RTP21484sp1_RTP21277st1_D2_RTP21277_210401",51,0.94,0.96,0.72,0.44,"Ruminococcus sp. 1001136sp1, Ruminococcus sp. 1001713B170214_170313_A12, Ruminococcus sp. RTP21484sp1_RTP21277st1_D2_RTP21277_210401"
5076,"Penicillium chrysogenum",9070,0.000569229296794712,9272.7,0.000581948666980654,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum","Penicillium","Penicillium arizonense",13,1,1,0.62,0,"Penicillium chrysogenum"
1322,"Blautia hansenii",8475,0.000531887352848421,8232,0.000516637476936444,"Bacteria","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hansenii","Blautia","Blautia hansenii",33,0.96,1,0.54,0.48,"Blautia hansenii"
1715122,"Streptococcus sp. HMSC034B04",7822,0.000490905353861989,7782.3,0.000488413256456357,"Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sp. HMSC034B04","Streptococcus","0",28,0.44,1,1,0.02,"Streptococcus anginosus, Streptococcus sp. HMSC034A12, Streptococcus sp. HMSC034B04, Streptococcus sp. HMSC034E12, Streptococcus sp. HMSC034F02, Streptococcus sp. HMSC034F03, Streptococcus sp. HMSC056D07, Streptococcus sp. HMSC066F10, Streptococcus sp. HMSC073A12, Streptococcus vaginalis"
47715,"Lacticaseibacillus rhamnosus",7786,0.000488646009354314,7723.5,0.000484723007603874,"Bacteria","Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lacticaseibacillus","Lacticaseibacillus rhamnosus","Lacticaseibacillus","Lacticaseibacillus rhamnosus",7,1,1,0.12,0,"Lacticaseibacillus rhamnosus"
2711185,"Kuravirus MN05",7766,0.000487390817961161,7522.6,0.000472113450555394,"0","Uroviricota","Caudoviricetes","0","Mktvariviridae","Kuravirus","Kuravirus MN05","Kuravirus","Kuravirus MN05",20,0.98,1,1,0.26,"Kuravirus ES17, Kuravirus IMEP8, Kuravirus kv1721, Kuravirus MN05, Kuravirus NJ01, Kuravirus O18011, Kuravirus paul, Kuravirus phiEco32, Kuravirus SGF2, Kuravirus WFI101126"
2865794,"Suseptimavirus 101114UKE3",7411,0.000465111170732702,6454.9,0.00040510572332728,"0","Uroviricota","Caudoviricetes","0","Mktvariviridae","Suseptimavirus","Suseptimavirus 101114UKE3","Suseptimavirus","Suseptimavirus 101114UKE3",15,1,1,1,0.34,"Suseptimavirus 101114UKE3, Suseptimavirus ECBP2, Suseptimavirus EK010, Suseptimavirus IME267, Suseptimavirus SU7"
100886,"Catenibacterium mitsuokai",7312,0.000458897973336597,7183.8,0.000450849092988099,"Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Catenibacterium","Catenibacterium mitsuokai","Catenibacterium","0",61,0.98,0.98,0.98,0.36,"Catenibacterium mitsuokai"
1561,"Clostridium baratii",7034,0.000441450812971775,7026.5,0.000440981837917796,"Bacteria","Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium baratii","Clostridium","Clostridium baratii",29,1,1,0.84,0.1,"Clostridium baratii, Clostridium budayi"
