TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,best_hit_species,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,species_group_names,blast_validated
626937,Christensenella minuta,156234,0.00979008656764079,155854.7,0.00976631965680386,Bacteria,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella,Christensenella minuta,11,1,1,0.46,0.08,Christensenella minuta,TRUE
871665,Blautia faecis,141176,0.00884650755452242,162702.7,0.0101954359094228,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia faecis,Ruminococcus,Blautia faecis,87,0.96,0.96,0.98,0.92,"Ruminococcus sp. 1001136sp1, Ruminococcus sp. 1001713B170207_170306_F1, Ruminococcus sp. AF31-8BH, Ruminococcus sp. AM42-11, Ruminococcus sp. Marseille-P328",TRUE
39486,Dorea formicigenerans,130831,0.00819825912241261,138258.6,0.00866369309700795,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea,Dorea formicigenerans,20,0.98,0.98,0.98,0.12,"Dorea formicigenerans, Dorea sp. 210702-DFI.3.125, Dorea sp. 210702-DFI.3.17, Dorea sp. AGR2135, Dorea sp. Marseille-P4042",TRUE
261299,Intestinibacter bartlettii,128383,0.00804486017008735,128656.3,0.00806198578917319,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Intestinibacter,Intestinibacter bartlettii,Intestinibacter,Intestinibacter bartlettii,22,1,1,0.74,0.58,Intestinibacter bartlettii,TRUE
1496,Clostridioides difficile,109435,0.0068575222008639,111956.7,0.0070155408670761,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides,Clostridioides difficile,44,0.94,0.94,0.18,0.16,Clostridioides difficile,TRUE
1304,Streptococcus salivarius,106970,0.00670305797803638,106991.9,0.006704433098852,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus,Streptococcus salivarius,45,0.96,1,1,0,"Streptococcus parasalivarius, Streptococcus parasanguinis, Streptococcus salivarius, Streptococcus sp. 449_SSPC, Streptococcus sp. FSL R7-0248, Streptococcus sp. HMSC064H09, Streptococcus sp. HMSC078H03, Streptococcus sp. SS6",TRUE
89153,[Clostridium] hylemonae,104118,0.00652434318553979,104408.7,0.00654255965545498,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,[Clostridium] hylemonae,Lachnoclostridium,[Clostridium] hylemonae,15,1,1,0.32,0.32,[Clostridium] hylemonae,TRUE
1720300,Mediterraneibacter massiliensis,90471,0.0056691816241089,91108.6,0.00570913633761444,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis,Mediterraneibacter,Mediterraneibacter massiliensis,44,0.98,0.98,0.98,0.92,"Mediterraneibacter massiliensis, Mediterraneibacter sp. ICN-202921",TRUE
154288,Turicibacter sanguinis,77457,0.00485368572314447,77456.7,0.00485366895102392,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Turicibacteraceae,Turicibacter,Turicibacter sanguinis,Turicibacter,0,11,1,1,1,0.08,"Turicibacter sanguinis, Turicibacter sp., Turicibacter sp. HGF1, uncultured Turicibacter sp.",TRUE
823,Parabacteroides distasonis,77074,0.00482968580535829,76951.5,0.00482200850335122,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,Parabacteroides distasonis,31,0.98,0.98,1,0.06,"Parabacteroides distasonis, Parabacteroides sp. 2_1_7, Parabacteroides sp. AT13, Parabacteroides sp. B2-S-102, Parabacteroides sp. CAG:2, Parabacteroides sp. CT06, Parabacteroides sp. D25, Parabacteroides sp. OF01-14",TRUE
626935,Collinsella tanakaei,66656,0.00417686297638584,66746.2,0.00418251702477335,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella,Collinsella tanakaei,37,1,1,0.94,0.24,"Collinsella sp. UBA1693, Collinsella tanakaei",TRUE
40520,Blautia obeum,57051,0.00357498514260964,65904.8,0.00412979208225619,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia,Blautia obeum,97,0.98,1,0.84,0.56,Blautia obeum,TRUE
1311,Streptococcus agalactiae,56270,0.00352604536247646,57342.3,0.0035932380441757,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,Streptococcus,Streptococcus agalactiae,41,0.86,0.98,0.52,0.14,Streptococcus agalactiae,TRUE
2293154,Ruminococcus sp. AF17-6,55880,0.00350160680389523,47853.1,0.00299861475703939,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AF17-6,Ruminococcus,Ruminococcus sp. AF17-6,14,0.96,1,1,0.16,"Ruminococcus sp. AF17-1AC, Ruminococcus sp. AF17-24, Ruminococcus sp. AF17-6, Ruminococcus sp. AF17-6LB, Ruminococcus sp. RTP21359st1_H3_RTP21359_211015",TRUE
2003188,Parolsenella catena,50923,0.00319098645803072,50846.4,0.00318618711417835,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella catena,Parolsenella,Parolsenella catena,38,1,1,0.72,0.58,Parolsenella catena,TRUE
1929886,Eggerthella sp.,47291,0.00296339454837168,47226.5,0.00295934978182997,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella sp.,Eggerthella,0,14,0.98,1,1,0.06,"Eggerthella lenta, Eggerthella sp., Eggerthella sp. BIOML-A1, Eggerthella sp. BIOML-A3, Eggerthella sp. BIOML-A5",TRUE
2981726,Hominimerdicola aceti,43221,0.00270835625753679,43597.7,0.00273195852091767,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Hominimerdicola,Hominimerdicola aceti,Ruminococcus,Ruminococcus sp. AF37-20,22,1,1,0.92,0.92,Ruminococcus bicirculans (ex Wegman et al. 2014),TRUE
1323,Faecalicoccus pleomorphus,41978,0.00263046618493046,42036.8,0.00263415232108425,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus pleomorphus,Faecalicoccus,Faecalicoccus pleomorphus,18,1,1,0.98,0.06,"Faecalicoccus pleomorphus, Faecalicoccus sp., Faecalicoccus sp. LCP19S3_E2, Faecalicoccus sp. LCP19S3_E3, Faecalicoccus sp. LCP19S3_G6, uncultured Faecalicoccus sp.",TRUE
28118,Odoribacter splanchnicus,41508,0.00260101458869154,41522.3,0.00260191055601381,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter,Odoribacter splanchnicus,34,1,1,0.94,0.3,"Odoribacter sp., Odoribacter sp. N15.MGS-14, Odoribacter splanchnicus",TRUE
330879,Aspergillus fumigatus,40575,0.00254255003700875,40570.9,0.00254229489820678,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus,Aspergillus,Aspergillus fumigatus,16,1,1,0.82,0.04,Aspergillus fumigatus,TRUE
1108849,Penicillium rubens,39187,0.00245557383364786,39188.2,0.00245564606944721,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium rubens,Penicillium,Penicillium rubens,20,1,1,0.98,0.02,"Penicillium chrysogenum, Penicillium mononematosum, Penicillium rubens",TRUE
27288,Naumovozyma castellii,38078,0.00238608059911816,38078.3,0.00238609639703017,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii,Naumovozyma,Naumovozyma castellii,13,1,1,0.08,0.06,Naumovozyma castellii,TRUE
2883190,Ruminococcus sp. TM463,37704,0.00236264464806846,41751.8,0.00261629092572727,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. TM463,Ruminococcus,Ruminococcus sp. MSJ-25,20,1,1,0.94,0.22,"Ruminococcus sp. MSJ-25, Ruminococcus sp. TM463",TRUE
187327,Acidaminococcus intestini,30793,0.00192958085741492,30824.9,0.00193157735403066,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus,0,7,1,1,1,0.02,"Acidaminococcus intestini, Acidaminococcus sp. AM33-14BH, Acidaminococcus sp. BV3L6, Acidaminococcus sp. HPA0509",TRUE
1186058,Trichosporon asahii,30123,0.00188759666703178,30123.1,0.00188759990818322,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii,Trichosporon,Trichosporon asahii,1,1,1,0,0,Trichosporon asahii,TRUE
2787108,Romboutsia sp. 1001713B170131_170501_G6,28274,0.00177173283416846,28278.6,0.0017720234517142,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. 1001713B170131_170501_G6,Romboutsia,Romboutsia sp. 1001713B170131_170501_G6,28,0.9375,1,0.895833333333333,0.104166666666667,"Romboutsia hominis, Romboutsia sp. 1001216sp1, Romboutsia sp. 1001285H_161024_C4, Romboutsia sp. 1001713B170131_170501_G6, Romboutsia sp. D33t1_170424_H2, Romboutsia sp. MSSM.1001216sp_RTP31141st1_F12_RTP31141_220114",TRUE
2293216,Ruminococcus sp. AM43-6,28195,0.0017667824594815,31153.2,0.00195214974971892,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. AM43-6,Ruminococcus,Ruminococcus albus,27,1,1,0.86,0.36,Ruminococcus sp. AM43-6,TRUE
1448317,Aspergillus costaricensis,25941,0.00162554012347613,24119.5,0.00151139940820316,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus costaricensis,Aspergillus,Aspergillus vadensis,14,1,1,0.98,0.04,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus niger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis, Aspergillus welwitschiae",TRUE
33038,Mediterraneibacter gnavus,25095,0.00157252725024608,25628.3,0.0016059439091636,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,Mediterraneibacter,Mediterraneibacter gnavus,28,0.94,0.96,0.18,0.18,Mediterraneibacter gnavus,TRUE
1679,Bifidobacterium longum,20423,0.00127976585103708,20450.9,0.00128151271450087,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium,Bifidobacterium longum,21,0.96,0.96,0.38,0.04,Bifidobacterium longum,TRUE
2981728,Huintestinicola butyrica,14540,0.000911119594284836,14180,0.000888560482471712,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Huintestinicola,Huintestinicola butyrica,Huintestinicola,Huintestinicola butyrica,10,1,1,0.5,0.5,Huintestinicola butyrica,TRUE
2508195,Phapecoctavirus schickermooser,14343,0.000898774989052779,14324,0.000897584888111481,0,Uroviricota,Caudoviricetes,0,0,Phapecoctavirus,Phapecoctavirus schickermooser,Phapecoctavirus,Phapecoctavirus schickermooser,18,1,1,1,0.04,"Phapecoctavirus ESCO13, Phapecoctavirus ESCO5, Phapecoctavirus Mt1B1P17, Phapecoctavirus nepoznato, Phapecoctavirus nieznany, Phapecoctavirus phAPEC8, Phapecoctavirus Ro121c4YLVW, Phapecoctavirus schickermooser, Phapecoctavirus TSP7, Phapecoctavirus tuntematon",TRUE
2292375,Ruminococcus sp. OM06-36AC,12697,0.000795631739245844,13191.1,0.000826590944151883,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. OM06-36AC,Ruminococcus,Ruminococcus sp. OM06-36AC,16,0.98,0.98,0.4,0.26,Ruminococcus sp. OM06-36AC,TRUE
1358,Lactococcus lactis,12308,0.000771255843635335,12207.3,0.000764948809869151,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,Lactococcus,Lactococcus lactis,45,0.96,0.98,0.88,0.12,Lactococcus lactis,TRUE
35833,Bilophila wadsworthia,12237,0.000766806772714136,12237.1,0.000766811535020107,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila wadsworthia,Bilophila,Bilophila wadsworthia,12,1,1,0.82,0.08,"Bilophila sp., Bilophila sp. 4_1_30, Bilophila wadsworthia",TRUE
208479,Enterocloster bolteae,10719,0.000671684383159502,10719.5,0.000671714682043836,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster,Enterocloster bolteae,20,0.96,0.98,0.76,0.06,"Enterocloster bolteae, Enterocloster sp. 210928-DFI.2.20",TRUE
342942,Mediterraneibacter glycyrrhizinilyticus,10551,0.000661157004078357,10598.2,0.000664115210226992,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter glycyrrhizinilyticus,Mediterraneibacter,Mediterraneibacter glycyrrhizinilyticus,69,0.96,0.96,0.36,0.36,Mediterraneibacter glycyrrhizinilyticus,TRUE
2589652,Henuseptimavirus henu7,9620,0.00060281777833701,9619.3,0.000602775746075841,0,Uroviricota,Caudoviricetes,0,Drexlerviridae,Henuseptimavirus,Henuseptimavirus henu7,Henuseptimavirus,Henuseptimavirus henu7,29,1,1,0.26,0.26,Henuseptimavirus henu7,TRUE
1597,Lacticaseibacillus paracasei,9587,0.000600749900303214,9224.7,0.000578048820099783,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus paracasei,Lacticaseibacillus,Lacticaseibacillus paracasei,32,0.9,0.9,0.28,0.26,Lacticaseibacillus paracasei,TRUE
525326,Lactobacillus paragasseri,8400,0.000526368954057264,8350.9,0.000523291500887821,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus paragasseri,Lactobacillus,Lactobacillus sp. RTP31084st1_G10_RTP31084_210423,31,0.98,0.98,0.86,0.06,"Lactobacillus isalae, Lactobacillus paragasseri, Lactobacillus sp. RTP31084st1_A10_RTP31084_210423, Lactobacillus sp. RTP31084st1_D4_RTP31084_210423, Lactobacillus sp. RTP31084st1_F9_RTP31084_210423, Lactobacillus sp. RTP31084st1_G10_RTP31084_210423",TRUE
1303,Streptococcus oralis,7918,0.000496165402169693,7910.1,0.000495669502793804,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,Streptococcus,Streptococcus oralis,74,0.96,1,1,0,"Streptococcus halitosis, Streptococcus oralis, Streptococcus sp. BS21, Streptococcus sp. BS29a, Streptococcus sp. BS35b, Streptococcus sp. CM6",TRUE
28116,Bacteroides ovatus,7758,0.000486139326854316,7834.4,0.000490923982357328,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,Bacteroides ovatus,65,0.92,1,1,0.1,"Bacteroides eggerthii, Bacteroides ovatus, Bacteroides sp. RTP21281st1_E4_RTP21281_210402, Bacteroides sp. RTP21281st1_F3_RTP21281_210402, Bacteroides sp. RTP31139st1_H2_RTP31139_211217",TRUE
1448310,Aspergillus neoniger,7651,0.000479434388987158,9603.2,0.000601767894893526,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus neoniger,Aspergillus,0,9,1,1,0.92,0,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis",TRUE
2841536,Ruminococcus sp. MSJ-25,7552,0.000473230754885769,8746.2,0.000548065789453027,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. MSJ-25,Ruminococcus,Ruminococcus sp. MSJ-25,12,1,1,0.82,0.3,"Ruminococcus sp. MSJ-25, Ruminococcus sp. TM463",TRUE
1675602,Moonvirus merlin,7126,0.000446536329358579,7126,0.00044653632935858,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Moonvirus,Moonvirus merlin,Moonvirus,Moonvirus merlin,38,1,1,0.88,0.28,"Moonvirus cf1, Moonvirus kayemsixteen, Moonvirus merlin, Moonvirus moon",TRUE
1245,Leuconostoc mesenteroides,7094,0.000444531114295504,7130.7,0.000446831130731746,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc,Leuconostoc mesenteroides,20,1,1,1,0.04,"Leuconostoc mesenteroides, Leuconostoc sp. XM27, Leuconostoc sp. XS806",TRUE
2086583,Pseudoruminococcus massiliensis,7063,0.00044258856220315,6479.1,0.000405999765235379,Bacteria,Bacillota,Clostridia,Eubacteriales,Acutalibacteraceae,Pseudoruminococcus,Pseudoruminococcus massiliensis,Pseudoruminococcus,Pseudoruminococcus massiliensis,57,1,1,1,1,"Candidatus Pseudoruminococcus sp., Pseudoruminococcus massiliensis",TRUE
53443,Blautia hydrogenotrophica,6893,0.000431935857180562,6901.7,0.000432481632805187,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,Blautia,Blautia hydrogenotrophica,18,1,1,0.14,0.08,Blautia hydrogenotrophica,TRUE
1540098,Seuratvirus seurat,6875,0.000430807923707582,6875.1,0.000430811610600121,0,Uroviricota,Caudoviricetes,0,0,Seuratvirus,Seuratvirus seurat,Seuratvirus,Seuratvirus seurat,3,1,1,0.86,0,"Escherichia phage slur01, Seuratvirus cajan, Seuratvirus seurat",TRUE
3141606,Ruminococcus sp. RTP21359st1_H3_RTP21359_211015,6563,0.000411257076842598,7510.9,0.000470653020335424,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. RTP21359st1_H3_RTP21359_211015,Ruminococcus,Ruminococcus sp.,28,1,1,0.98,0.32,"Ruminococcus sp. AF17-1AC, Ruminococcus sp. AF17-24, Ruminococcus sp. AF17-6, Ruminococcus sp. AF17-6LB, Ruminococcus sp. RTP21359st1_H3_RTP21359_211015",TRUE
166486,Roseburia intestinalis,6148,0.000385251943993341,5852.4,0.000366729719068566,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia,Roseburia intestinalis,103,0.86,0.88,1,0.88,Roseburia intestinalis,TRUE
1391223,Gamaleyavirus APEC7,6127,0.000383936021608198,6107.4,0.000382707491223804,0,Uroviricota,Caudoviricetes,0,Schitoviridae,Gamaleyavirus,Gamaleyavirus APEC7,Gamaleyavirus,Gamaleyavirus APEC7,22,1,1,0.9,0.02,Gamaleyavirus APEC7,TRUE
2762819,Eowynvirus eowyn,6078,0.000380865536042863,6078,0.000380865536042864,0,Uroviricota,Caudoviricetes,0,Chimalliviridae,Eowynvirus,Eowynvirus eowyn,Eowynvirus,Eowynvirus eowyn,1,1,1,0,0,Eowynvirus eowyn,TRUE
2508193,Wifcevirus WFC,5887,0.000368896908635133,5887,0.000368896908635133,0,Uroviricota,Caudoviricetes,0,Lindbergviridae,Wifcevirus,Wifcevirus WFC,Wifcevirus,Wifcevirus WFC,6,1,1,0.94,0.54,"Wifcevirus ECML117, Wifcevirus FEC19, Wifcevirus WFC, Wifcevirus WFH",TRUE
