TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,best_hit_species,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,species_group_names,blast_validated
821,Phocaeicola vulgatus,151602,0.00935171047683718,144899.5,0.00893826058938826,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,Phocaeicola vulgatus,91,0.72,0.9,1,0.66,Phocaeicola vulgatus,TRUE
626939,Phascolarctobacterium succinatutens,118208,0.00729177050465013,118189.8,0.00729064480852273,Bacteria,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium succinatutens,Phascolarctobacterium,Phascolarctobacterium succinatutens,23,0.98,0.98,0.98,0.08,"Phascolarctobacterium sp., Phascolarctobacterium sp. Marseille-Q4147, Phascolarctobacterium succinatutens, uncultured Phascolarctobacterium sp.",TRUE
1297617,Intestinimonas butyriciproducens,111725,0.0068918606154578,112745.8,0.00695483211668761,Bacteria,Bacillota,Clostridia,Eubacteriales,0,Intestinimonas,Intestinimonas butyriciproducens,Intestinimonas,Intestinimonas butyriciproducens,47,1,1,0.92,0.32,"Intestinimonas butyriciproducens, Intestinimonas sp. RTP31139st1_F5_RTP31139_211217",TRUE
487174,Barnesiella intestinihominis,98253,0.00606082775610271,113651,0.00701066507761444,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella,Barnesiella sp.,19,0.98,0.98,1,0.04,"Barnesiella intestinihominis, Barnesiella sp., Barnesiella sp. B2-R-119",TRUE
39491,Agathobacter rectalis,88815,0.00547863594148028,88300.1,0.0054468720218746,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,Agathobacter rectalis,37,0.98,1,0.86,0.24,"Agathobacter rectalis, Agathobacter sp.",TRUE
301301,Roseburia hominis,83585,0.00515601852354478,85127.9,0.00525119121428425,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Roseburia,Roseburia hominis,51,0.98,1,0.46,0.42,Roseburia hominis,TRUE
858893,Exophiala dermatitidis,66387,0.00409514388613468,66387,0.00409514388457266,Eukaryota,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala dermatitidis,Exophiala,Exophiala dermatitidis,10,1,1,0.16,0.16,Exophiala dermatitidis,TRUE
1328,Streptococcus anginosus,63524,0.00391853706633557,63494.5,0.00391671607330189,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus anginosus,Streptococcus,Streptococcus anginosus,38,0.88,1,0.98,0,"Streptococcus anginosus, Streptococcus constellatus, Streptococcus hominis, Streptococcus sp. AD045-1, Streptococcus sp. HMSC057E02, Streptococcus sp. HMSC066E07, Streptococcus sp. HMSC36C04",TRUE
626935,Collinsella tanakaei,60677,0.0037429172214288,60677.1,0.0037429250803016,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella,Collinsella tanakaei,42,1,1,0.88,0.18,"Collinsella sp. UBA1693, Collinsella tanakaei",TRUE
4950,Torulaspora delbrueckii,54785,0.00337946371732249,54774.5,0.00337881642491903,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii,Torulaspora,Torulaspora delbrueckii,20,1,1,0.06,0.06,Torulaspora delbrueckii,TRUE
2986997,Romboutsia sp. 1001216sp1,52459,0.00323598224234774,52439.4,0.00323477119443167,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. 1001216sp1,Romboutsia,Romboutsia sp. 1001216sp1,9,1,1,0.958333333333333,0,"Romboutsia hominis, Romboutsia sp. 1001216sp1, Romboutsia sp. 1001285H_161024_C4, Romboutsia sp. D33t1_170424_H2, Romboutsia sp. MSSM.1001216sp_RTP31141st1_F12_RTP31141_220114",TRUE
1703332,Butyribacter intestini,49696,0.00306554401562579,49877,0.00307670841532435,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,Butyribacter intestini,Butyribacter,Butyribacter intestini,30,1,1,0.94,0.94,"Butyribacter intestini, Butyribacter sp.",TRUE
33038,Mediterraneibacter gnavus,44755,0.00276075383168328,45156.4,0.00278551237764356,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,Mediterraneibacter,Mediterraneibacter gnavus,38,0.96,0.96,0.18,0.18,Mediterraneibacter gnavus,TRUE
2787128,Alistipes sp. D31t1_170403_E11,42758,0.00263756702793238,42728.7,0.00263575966651192,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. D31t1_170403_E11,Alistipes,Alistipes sp. D31t1_170403_E11,21,1,1,0.82,0.04,"Alistipes montrealensis, Alistipes sp. D31t1_170403_E11",TRUE
2292004,Butyricicoccus sp. AM05-1,40092,0.00247311233649527,40213.7,0.00248062009614086,Bacteria,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus sp. AM05-1,Butyricicoccus,Butyricicoccus sp. AM05-1,27,0.96,1,0.98,0.84,"Butyricicoccus faecihominis, Butyricicoccus sp., Butyricicoccus sp. AM05-1, Butyricicoccus sp. AM27-36, Butyricicoccus sp. AM32-19, Butyricicoccus sp. AM78-15b2TA, Butyricicoccus sp. OF10-2, Butyricicoccus sp. OF27-2pH9A",TRUE
2949660,Bacteroides sp. B1-V-101,34684,0.00213951482288242,31752.9,0.00195870512870472,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. B1-V-101,Bacteroides,Bacteroides sp. B1-V-101,56,0.9,1,0.5,0.32,Bacteroides sp. B1-V-101,TRUE
5480,Candida parapsilosis,29365,0.00181140735710824,29365.2,0.00181142008806275,Eukaryota,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,Candida,Candida parapsilosis,24,1,1,0.32,0.1,Candida parapsilosis,TRUE
2584599,Akkermansia sp. BIOML-A43,28648,0.001767178544745,28648.8,0.00176722490450393,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia sp. BIOML-A43,Akkermansia,0,12,0,1,1,0,"Akkermansia sp. BIOML-A13, Akkermansia sp. BIOML-A16, Akkermansia sp. BIOML-A18, Akkermansia sp. BIOML-A22, Akkermansia sp. BIOML-A24, Akkermansia sp. BIOML-A36, Akkermansia sp. BIOML-A42, Akkermansia sp. BIOML-A49, Akkermansia sp. BIOML-A58, Akkermansia sp. BIOML-A7",FALSE
155615,Fusobacterium vincentii,28608,0.00176471110751414,28607.9,0.00176470420264238,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium vincentii,Fusobacterium,Fusobacterium vincentii,15,1,1,0.98,0,"Fusobacterium nucleatum, Fusobacterium sp. HMSC064B12, Fusobacterium vincentii",TRUE
817,Bacteroides fragilis,26122,0.00161135988361592,29332.6,0.00180941102843595,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides,Bacteroides fragilis,103,0.92,1,0.74,0.66,Bacteroides fragilis,TRUE
28025,Bifidobacterium animalis,25396,0.00156657589787573,25394.2,0.00156646521887894,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium,Bifidobacterium animalis,2,1,1,0.02,0,Bifidobacterium animalis,TRUE
84112,Eggerthella lenta,20947,0.00129213519187285,20932.3,0.00129122652993279,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella,Eggerthella lenta,20,0.98,1,1,0.1,"Eggerthella lenta, Eggerthella sp., Eggerthella sp. BIOML-A1, Eggerthella sp. BIOML-A3, Eggerthella sp. BIOML-A5",TRUE
1211819,Holdemania massiliensis,19968,0.00123174466564745,19542.8,0.00120551426911492,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania massiliensis,Holdemania,Holdemania massiliensis,67,0.8,0.8,0.5,0.32,Holdemania massiliensis,TRUE
2093857,Dysosmobacter welbionis,19173,0.00118270435068402,19011.6,0.00117274794955882,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Dysosmobacter welbionis,Oscillibacter,Dysosmobacter welbionis,48,0.96,0.96,1,1,"Oscillibacter acetigenes, Oscillibacter sp., Oscillibacter sp. KLE 1728, Oscillibacter sp. PEA192",TRUE
28118,Odoribacter splanchnicus,18526,0.00114279355347479,19584.7,0.00120810163768509,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter splanchnicus,Odoribacter,Odoribacter sp.,13,1,1,1,0.16,"Odoribacter sp., Odoribacter sp. N15.MGS-14, Odoribacter splanchnicus",TRUE
5068,Aspergillus tubingensis,17746,0.00109467852747294,17730.8,0.00109374201379754,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,Aspergillus,Aspergillus tubingensis,11,1,1,0.938775510204082,0.0204081632653061,"Aspergillus costaricensis, Aspergillus eucalypticola, Aspergillus luchuensis, Aspergillus neoniger, Aspergillus niger, Aspergillus piperis, Aspergillus tubingensis, Aspergillus vadensis, Aspergillus welwitschiae",TRUE
40545,Sutterella wadsworthensis,17379,0.00107203979087976,17384.3,0.00107236724640366,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,Sutterella,Sutterella wadsworthensis,50,1,1,0.9,0.28,"Sutterella sp., Sutterella sp. KLE1602, Sutterella wadsworthensis",TRUE
28116,Bacteroides ovatus,13879,0.000856139033179135,15104.4,0.00093172970517365,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,0,42,0.96,1,1,0.12,"Bacteroides ovatus, Bacteroides sp. 1_1_30, Bacteroides sp. BFG-606, Bacteroides sp. HMSC073E02, Bacteroides sp. MSSM.1001136sp1_RTP21357st2_B10_RTP21359_211015, Bacteroides sp. MSSM.1001136sp1_RTP21357st2_D2_RTP21359_211015, Bacteroides sp. MSSM.1001136sp1_RTP21357st2_E1_RTP21359_211015, Bacteroides sp. MSSM.1001136sp1_RTP21357st2_E5_RTP21359_211015",TRUE
2763042,Dysosmobacter segnis,13767,0.000849230208932715,12291.8,0.000758229077350372,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Dysosmobacter segnis,Dysosmobacter,Dysosmobacter segnis,18,1,1,0.86,0.86,Dysosmobacter segnis,TRUE
457390,Bacteroides sp. 3_1_23,13691,0.000844542078194073,14208.3,0.000876451451548968,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. 3_1_23,Bacteroides,Bacteroides sp. 3_1_23,39,1,1,0.7,0.46,Bacteroides sp. 3_1_23,TRUE
1439894,Alcyoneusvirus K641,13426,0.000828195306539597,13426,0.000828195306539701,0,Uroviricota,Caudoviricetes,0,0,Alcyoneusvirus,Alcyoneusvirus K641,Alcyoneusvirus,Alcyoneusvirus K641,10,1,1,0.98,0.06,"Alcyoneusvirus K641, Alcyoneusvirus RaK2",TRUE
47678,Bacteroides caccae,12325,0.000760279096760058,12719.7,0.000784625352339597,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides,Bacteroides sp. 43_46,30,0.94,1,0.78,0.24,Bacteroides caccae,TRUE
1496,Clostridioides difficile,11927,0.000735728096312958,11299,0.000696992392194273,Bacteria,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides,Clostridioides difficile,40,0.84,0.84,0.74,0.22,Clostridioides difficile,TRUE
1981499,Krischvirus ecd7,11832,0.000729867932889655,11810.5,0.000728541561893428,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Krischvirus,Krischvirus ecd7,Krischvirus,Krischvirus ecd7,10,1,1,1,0.04,"Krischvirus ecd7, Krischvirus gec3s, Krischvirus georgiaone, Krischvirus jse, Krischvirus kfsec, Krischvirus RB49",TRUE
2849175,Erysipelatoclostridium sp. MSK.23.31,11076,0.00068323336922632,11102.2,0.000684849058698128,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Thomasclavelia,Erysipelatoclostridium sp. MSK.23.31,Thomasclavelia,Thomasclavelia ramosa,8,0.96,1,1,0,"Erysipelatoclostridium sp. MSK.23.31, Erysipelatoclostridium sp. MSK.23.67, Erysipelatoclostridium sp. MSK.7.34, Thomasclavelia ramosa, Thomasclavelia sp.",TRUE
2292286,Blautia sp. OF01-4LB,11014,0.000679408841518481,11118.2,0.000685838881524915,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp. OF01-4LB,Blautia,Blautia marasmi,61,0.98,0.98,0.98,0.26,"Blautia caccae, Blautia celeris, Blautia marasmi, Blautia sp., Blautia sp. ICN-22010, Blautia sp. LMAG:75, Blautia sp. NSJ-175, Blautia sp. OF01-4LB",TRUE
210,Helicobacter pylori,10616,0.000654857841071381,10070.6,0.000621211562784341,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,Helicobacter,Helicobacter pylori,44,0.88,0.88,0.22,0.22,Helicobacter pylori,TRUE
2502306,Tequatrovirus gee4507,10192,0.00062870300642422,9931.6,0.000612638446209877,0,Uroviricota,Caudoviricetes,Pantevenvirales,Straboviridae,Tequatrovirus,Tequatrovirus gee4507,Tequatrovirus,Tequatrovirus gee4507,80,0.86,1,1,0.32,"Enterobacteria phage RB68, Tequatrovirus ar1, Tequatrovirus cm8, Tequatrovirus ecomnbg2, Tequatrovirus gee4507, Tequatrovirus gee50, Tequatrovirus ozark, Tequatrovirus RB14, Tequatrovirus RB27, Tequatrovirus RB3",TRUE
674529,Bacteroides faecis,9634,0.000594282257053663,10769,0.000664297456309643,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,Bacteroides,Bacteroides faecis,43,0.979591836734694,1,0.428571428571429,0.142857142857143,Bacteroides faecis,TRUE
1351,Enterococcus faecalis,9356,0.000577133568299156,9370.5,0.000578028268651368,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus,Enterococcus faecalis,141,0.66,0.66,1,0.52,Enterococcus faecalis,TRUE
208479,Enterocloster bolteae,9073,0.000559676449890791,9271.3,0.000571907299062943,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster,Enterocloster bolteae,66,0.94,0.96,0.78,0.32,"Enterocloster bolteae, Enterocloster sp. 210928-DFI.2.20",TRUE
2650157,Bacteroides zhangwenhongii,8774,0.000541232356590081,9295.9,0.000573429186904078,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,Bacteroides,Bacteroides vicugnae,51,1,1,0.88,0.24,"Bacteroides sp. 1001302B_160321_D4, Bacteroides vicugnae, Bacteroides zhangwenhongii",TRUE
29466,Veillonella parvula,7507,0.000463076282302455,7543.4,0.000465324382218801,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella parvula,Veillonella,Veillonella parvula,29,1,1,1,0.02,"Veillonella hominis, Veillonella parvula, Veillonella sp., Veillonella sp. 6_1_27, Veillonella sp. S13054-11",TRUE
2787099,Clostridium sp. D33t1_170424_F3,7318,0.000451417641386621,7318.8,0.000451469523567911,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. D33t1_170424_F3,Clostridium,Clostridium sp. D33t1_170424_F3,48,1,1,0.7,0.7,Clostridium sp. D33t1_170424_F3,TRUE
2589652,Henuseptimavirus henu7,6914,0.000426496525354891,6880.5,0.00042442706546441,0,Uroviricota,Caudoviricetes,0,Drexlerviridae,Henuseptimavirus,Henuseptimavirus henu7,Henuseptimavirus,Henuseptimavirus henu7,48,1,1,0.36,0.36,Henuseptimavirus henu7,TRUE
1245,Leuconostoc mesenteroides,6832,0.00042143827903162,6836.4,0.00042170894897486,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,Leuconostoc mesenteroides,Leuconostoc,Leuconostoc mesenteroides,20,0.96,1,0.98,0.02,"Leuconostoc mesenteroides, Leuconostoc sp. XM4",TRUE
5076,Penicillium chrysogenum,6548,0.000403919474692483,6674.4,0.000411714061974032,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium chrysogenum,Penicillium,Penicillium samsonianum,22,1,1,0.66,0.02,Penicillium chrysogenum,TRUE
1673721,Intestinimonas massiliensis (ex Afouda et al. 2020),6541,0.000403487673177082,8281.4,0.000510848938573928,Bacteria,Bacillota,Clostridia,Eubacteriales,0,Intestinimonas,Intestinimonas massiliensis (ex Afouda et al. 2020),Flavonifractor,Intestinimonas massiliensis (ex Afouda et al. 2020),72,0.98,0.98,1,0.96,"Flavonifractor porci, Flavonifractor sp. An100",TRUE
2562174,Bimevirus IME346,6080,0.000375050459091371,6080,0.000375050434852596,0,Uroviricota,Caudoviricetes,0,0,Bimevirus,Bimevirus IME346,Bimevirus,Bimevirus IME346,20,1,1,0.9,0.88,"Bimevirus bv1611EK21, Bimevirus IME346, Bimevirus KB2",TRUE
1567007,Tequintavirus DT5712,6060,0.000373816740475939,6059.8,0.000373801837809867,0,Uroviricota,Caudoviricetes,0,Demerecviridae,Tequintavirus,Tequintavirus DT5712,Tequintavirus,Tequintavirus DT5712,57,0.98,1,1,0.28,"Tequintavirus DT5712, Tequintavirus DT57C, Tequintavirus FFH1, Tequintavirus NBEco001, Tequintavirus OSYSP",TRUE
88431,Dorea longicatena,5920,0.000365180710167914,5829.8,0.00035961721674022,Bacteria,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea,Dorea longicatena,46,0.9,0.98,1,0.42,"Dorea amylophila, Dorea longicatena, Dorea sp., Dorea sp. BIOML-A1, Dorea sp. MB18-49",TRUE
2850324,Bacteroides sp. MSK.20.12,5740,0.000354077242629025,5780.9,0.000356599613105128,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. MSK.20.12,Bacteroides,Bacteroides sp. MSK.20.12,24,1,1,1,0.02,"Bacteroides sp. D22, Bacteroides sp. MSK.20.12",TRUE
562,Escherichia coli,5733,0.000353645441113624,5815.8,0.000358752879794386,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia,Escherichia coli,114,0.74,0.76,0.96,0.84,Escherichia coli,TRUE
2886925,Enquatrovirus N4,5377,0.000331685249758931,5377,0.000331685249758973,0,Uroviricota,Caudoviricetes,0,Schitoviridae,Enquatrovirus,Enquatrovirus N4,Enquatrovirus,Enquatrovirus N4,24,1,1,0.56,0.56,Enquatrovirus N4,TRUE
2029665,Skunavirus sv56003,5363,0.000330821646728129,4988.4,0.000307713571587273,0,Uroviricota,Caudoviricetes,0,0,Skunavirus,Skunavirus sv56003,Skunavirus,Skunavirus sv56003,101,0.9,1,1,0.64,"Skunavirus bibb29, Skunavirus bIBB5g1, Skunavirus bIBBF12, Skunavirus LP1502a, Skunavirus sv10W18, Skunavirus sv3R16S, Skunavirus sv56003",TRUE
