tool	rank	metric	sample	value
Gold standard	cellular root	Shannon equitability	4	0.0
Gold standard	domain	Shannon diversity	4	0.09803522143392324
Gold standard	domain	Shannon equitability	4	0.14143492779517247
Gold standard	kingdom	Shannon diversity	4	0.7072010212271694
Gold standard	kingdom	Shannon equitability	4	0.39469640505477743
Gold standard	phylum	Shannon diversity	4	0.9988927416619978
Gold standard	phylum	Shannon equitability	4	0.40198401084693397
Gold standard	class	Shannon diversity	4	1.307022080490758
Gold standard	class	Shannon equitability	4	0.44389511541542326
Gold standard	order	Shannon diversity	4	1.8833900490784936
Gold standard	order	Shannon equitability	4	0.5593182613498081
Gold standard	family	Shannon diversity	4	2.247633643814039
Gold standard	family	Shannon equitability	4	0.6013462593963371
Gold standard	genus	Shannon diversity	4	2.7029152192896966
Gold standard	genus	Shannon equitability	4	0.6260388328147195
Gold standard	species	Shannon diversity	4	2.809357975531084
Gold standard	species	Shannon equitability	4	0.6036488848548087
Gold standard	strain	Shannon diversity	4	2.830919172133988
Gold standard	strain	Shannon equitability	4	0.5680462739178989
Gold standard	cellular root	True positives	4	1.0
Gold standard	cellular root	False negatives	4	0.0
Gold standard	cellular root	False positives	4	0.0
Gold standard	cellular root	Completeness	4	1.0
Gold standard	cellular root	Purity	4	1.0
Gold standard	cellular root	F1 score	4	1.0
Gold standard	cellular root	Jaccard index	4	1.0
Gold standard	domain	True positives	4	2.0
Gold standard	domain	False negatives	4	0.0
Gold standard	domain	False positives	4	0.0
Gold standard	domain	Completeness	4	1.0
Gold standard	domain	Purity	4	1.0
Gold standard	domain	F1 score	4	1.0
Gold standard	domain	Jaccard index	4	1.0
Gold standard	kingdom	True positives	4	6.0
Gold standard	kingdom	False negatives	4	0.0
Gold standard	kingdom	False positives	4	0.0
Gold standard	kingdom	Completeness	4	1.0
Gold standard	kingdom	Purity	4	1.0
Gold standard	kingdom	F1 score	4	1.0
Gold standard	kingdom	Jaccard index	4	1.0
Gold standard	phylum	True positives	4	12.0
Gold standard	phylum	False negatives	4	0.0
Gold standard	phylum	False positives	4	0.0
Gold standard	phylum	Completeness	4	1.0
Gold standard	phylum	Purity	4	1.0
Gold standard	phylum	F1 score	4	1.0
Gold standard	phylum	Jaccard index	4	1.0
Gold standard	class	True positives	4	19.0
Gold standard	class	False negatives	4	0.0
Gold standard	class	False positives	4	0.0
Gold standard	class	Completeness	4	1.0
Gold standard	class	Purity	4	1.0
Gold standard	class	F1 score	4	1.0
Gold standard	class	Jaccard index	4	1.0
Gold standard	order	True positives	4	29.0
Gold standard	order	False negatives	4	0.0
Gold standard	order	False positives	4	0.0
Gold standard	order	Completeness	4	1.0
Gold standard	order	Purity	4	1.0
Gold standard	order	F1 score	4	1.0
Gold standard	order	Jaccard index	4	1.0
Gold standard	family	True positives	4	42.0
Gold standard	family	False negatives	4	0.0
Gold standard	family	False positives	4	0.0
Gold standard	family	Completeness	4	1.0
Gold standard	family	Purity	4	1.0
Gold standard	family	F1 score	4	1.0
Gold standard	family	Jaccard index	4	1.0
Gold standard	genus	True positives	4	75.0
Gold standard	genus	False negatives	4	0.0
Gold standard	genus	False positives	4	0.0
Gold standard	genus	Completeness	4	1.0
Gold standard	genus	Purity	4	1.0
